order_book_id,date,report_year,report_period,info_classification,institute,info_summary,report_date,title,author,est_profit,report_date_last,title_last,est_profit_last,info_date,report_type,forecast_profit_max,forecast_profit_min,profit,profit_q,forecast_profit_growth_limit,profit_growth,forcast_profit_growth_limit_q,profit_growth_q,fin_report_date_last,fin_report_type_last,forecast_profit_max_last,forecast_profit_min_last,profit_last,con_calc_date,con_profit,con_calc_date_last,con_profit_last,con_profit_q_last,con_profit_gr_last,con_profit_gr_q_last,expect_rate,rice_create_tm,create_tm
000559.XSHE,2011-01-26,2010,q4,2403,,2011-01-26发布的业绩预告低于机构的一致预期,,,,,,,,2011-01-26,performance_forecast,450000000.0000,400000000.0000,,,,,,,,,,,,,,2011-01-25,459461910.7380,,,,-0.0206,2021-04-12 11:01:49,2021-04-12 11:01:49
000559.XSHE,2011-01-26,2010,q4,2502,,2011-01-26发布的业绩预告同比增速低于一致预期2010同比增速,,,,,,,,2011-01-26,performance_forecast,450000000.0000,400000000.0000,,,0.6912,,,,,,,,,,,2011-01-25,459461910.7380,,0.7268,,-0.0356,2021-04-12 11:01:49,2021-04-12 11:01:49
000559.XSHE,2011-01-26,2010,q4,2504,,2011-01-26发布的业绩预告同比增速低于2010一致预期同比增速,,,,,,,,2011-01-26,performance_forecast,450000000.0000,400000000.0000,,,,,0.8332,,,,,,,,,2011-01-25,,161838006.8138,,0.9471,-0.1139,2021-04-12 11:01:49,2021-04-12 11:01:49
000559.XSHE,2011-04-28,2011,q1,2405,,2011-04-28发布的财报中，1季度净利润增速低于机构的一致预期,,,,,,,,2011-04-28,financial_reports,,,,127830434.9000,,,,0.1089,,,,,,,,2011-04-27,,157323537.4318,,,-0.1875,2021-04-12 11:01:49,2021-04-12 11:01:49
000559.XSHE,2011-04-28,2011,q1,2501,,2011-04-28发布的财报净利润同比增速低于一致预期2011同比增速,,,,,,,,2011-04-28,financial_reports,,,127830434.9000,,,0.1089,,,,,,,,,,2011-04-27,581093104.6727,,0.3647,,-0.2558,2021-04-12 11:01:49,2021-04-12 11:01:49
000559.XSHE,2011-04-28,2011,q1,2503,,2011-04-28发布的财报净利润同比增速低于2011一致预期同比增速,,,,,,,,2011-04-28,financial_reports,,,,127830434.9000,,,,0.1089,,,,,,,,2011-04-27,,157323537.4318,,0.3647,-0.2558,2021-04-12 11:01:49,2021-04-12 11:01:49
000559.XSHE,2011-08-19,2011,q2,2405,,2011-08-19发布的财报中，2季度净利润增速低于机构的一致预期,,,,,,,,2011-08-19,financial_reports,,,,126904039.6300,,,,0.2497,,,,,,,,2011-08-18,,181962828.2772,,,-0.3026,2021-04-12 11:01:49,2021-04-12 11:01:49
000559.XSHE,2011-08-19,2011,q2,2501,,2011-08-19发布的财报净利润同比增速低于一致预期2011同比增速,,,,,,,,2011-08-19,financial_reports,,,254734474.5300,,,0.1748,,,,,,,,,,2011-08-18,684251264.6509,,0.6069,,-0.4321,2021-04-12 11:01:49,2021-04-12 11:01:49
000559.XSHE,2011-08-19,2011,q2,2503,,2011-08-19发布的财报净利润同比增速低于2011一致预期同比增速,,,,,,,,2011-08-19,financial_reports,,,,126904039.6300,,,,0.2497,,,,,,,,2011-08-18,,181962828.2772,,0.7919,-0.5422,2021-04-12 11:01:49,2021-04-12 11:01:49
000559.XSHE,2011-10-31,2011,q3,2405,,2011-10-31发布的财报中，3季度净利润增速低于机构的一致预期,,,,,,,,2011-10-31,financial_reports,,,,90667175.4400,,,,0.1222,,,,,,,,2011-10-28,,137452552.2418,,,-0.3404,2021-04-12 11:01:49,2021-04-12 11:01:49
000559.XSHE,2011-10-31,2011,q3,2501,,2011-10-31发布的财报净利润同比增速低于一致预期2011同比增速,,,,,,,,2011-10-31,financial_reports,,,345401649.9700,,,0.1605,,,,,,,,,,2011-10-28,610253271.5083,,0.4332,,-0.2726,2021-04-12 11:01:49,2021-04-12 11:01:49
000559.XSHE,2011-10-31,2011,q3,2503,,2011-10-31发布的财报净利润同比增速低于2011一致预期同比增速,,,,,,,,2011-10-31,financial_reports,,,,90667175.4400,,,,0.1222,,,,,,,,2011-10-28,,137452552.2418,,0.7012,-0.5790,2021-04-12 11:01:49,2021-04-12 11:01:49
000559.XSHE,2012-03-20,2011,q4,2405,,2012-03-20发布的财报中，4季度净利润增速低于机构的一致预期,,,,,,,,2012-03-20,financial_reports,,,,134902798.7500,,,,0.0524,,,,,,,,2012-03-19,,229947722.6295,,,-0.4133,2021-04-12 11:01:49,2021-04-12 11:01:49
000559.XSHE,2012-03-20,2011,q4,2503,,2012-03-20发布的财报净利润同比增速低于2011一致预期同比增速,,,,,,,,2012-03-20,financial_reports,,,,134902798.7500,,,,0.0524,,,,,,,,2012-03-19,,229947722.6295,,0.7939,-0.7415,2021-04-12 11:01:49,2021-04-12 11:01:49
000559.XSHE,2012-04-27,2012,q1,2405,,2012-04-27发布的财报中，1季度净利润增速低于机构的一致预期,,,,,,,,2012-04-27,financial_reports,,,,97245300.6300,,,,-0.2393,,,,,,,,2012-04-26,,142645982.3049,,,-0.3183,2021-04-12 11:01:49,2021-04-12 11:01:49
000559.XSHE,2012-04-27,2012,q1,2501,,2012-04-27发布的财报净利润同比增速低于一致预期2012同比增速,,,,,,,,2012-04-27,financial_reports,,,97245300.6300,,,-0.2393,,,,,,,,,,2012-04-26,535979807.5800,,0.1159,,-0.3552,2021-04-12 11:01:49,2021-04-12 11:01:49
000559.XSHE,2012-04-27,2012,q1,2503,,2012-04-27发布的财报净利润同比增速低于2012一致预期同比增速,,,,,,,,2012-04-27,financial_reports,,,,97245300.6300,,,,-0.2393,,,,,,,,2012-04-26,,142645982.3049,,0.1159,-0.3552,2021-04-12 11:01:49,2021-04-12 11:01:49
000559.XSHE,2012-08-18,2012,q2,2405,,2012-08-18发布的财报中，2季度净利润增速低于机构的一致预期,,,,,,,,2012-08-18,financial_reports,,,,75565208.1100,,,,-0.4045,,,,,,,,2012-08-17,,161942244.9718,,,-0.5334,2021-04-12 11:01:49,2021-04-12 11:01:49
000559.XSHE,2012-08-18,2012,q2,2501,,2012-08-18发布的财报净利润同比增速低于一致预期2012同比增速,,,,,,,,2012-08-18,financial_reports,,,172810508.7400,,,-0.3216,,,,,,,,,,2012-08-17,547020493.7400,,0.1389,,-0.4605,2021-04-12 11:01:49,2021-04-12 11:01:49
