order_book_id,date,institute,price_raw,price_prd,grd_coef,grd_prd,rice_create_tm,create_tm,quarter_recommendation,half_year_target_price,one_year_target_price,half_year_recommendation,one_year_recommendation
000559.XSHE,2006-04-05,中信建投,3.2000,M06,3,1,2024-06-18 04:54:34,2006-04-06 17:23:10,3.0,3.2,,,
000559.XSHE,2006-04-08,长江证券,,,2,1,2024-06-18 17:37:00,2006-04-14 14:14:18,2.0,,,,
000559.XSHE,2006-05-15,光大证券,4.0000,Y01,2,1,2024-06-18 04:54:17,2006-05-23 13:47:30,2.0,,4.0,,
000559.XSHE,2006-05-31,光大证券,,,2,1,2024-06-18 17:37:14,2006-06-01 17:50:29,2.0,,,,
000559.XSHE,2006-06-28,中泰证券,,,1,1,2024-06-18 17:37:30,2006-07-14 16:02:39,1.0,,,,
000559.XSHE,2006-07-26,申万宏源,4.0000,M06,2,1,2024-06-18 04:54:23,2006-07-26 16:02:23,2.0,4.0,,,
000559.XSHE,2006-08-15,上海证券,5.0000,M06,2,1,2024-06-18 04:54:36,2006-08-16 18:10:41,2.0,5.0,,,
000559.XSHE,2006-08-28,光大证券,,,2,1,2024-06-18 17:38:42,2006-08-30 11:41:05,2.0,,,,
000559.XSHE,2006-10-20,中信建投,3.5000,M06,3,1,2024-06-18 04:54:34,2006-11-06 15:10:26,3.0,3.5,,,
000559.XSHE,2006-10-27,上海证券,5.0000,M06,2,1,2024-06-18 04:54:40,2006-10-31 17:10:49,2.0,5.0,,,
000559.XSHE,2006-11-17,光大证券,,,2,1,2024-06-18 17:39:42,2006-11-22 16:10:33,2.0,,,,
000559.XSHE,2006-11-27,兴业证券,5.0000,M06,2,1,2024-06-18 04:54:30,2006-11-28 11:10:42,2.0,5.0,,,
000559.XSHE,2006-11-30,上海证券,,,2,1,2024-06-18 17:37:53,2006-12-26 11:10:38,2.0,,,,
000559.XSHE,2006-11-30,光大证券,,,2,1,2024-06-18 17:38:08,2006-12-01 14:41:08,2.0,,,,
000559.XSHE,2006-12-11,光大证券,,,2,1,2024-06-18 17:39:21,2006-12-14 11:40:30,2.0,,,,
000559.XSHE,2006-12-13,光大证券,,,2,1,2024-06-18 17:37:49,2006-12-18 17:40:28,2.0,,,,
000559.XSHE,2006-12-18,民族证券,,,1,1,2024-06-18 17:39:41,2006-12-22 11:10:34,1.0,,,,
000559.XSHE,2006-12-19,国信证券,,,2,1,2024-06-18 17:37:04,2006-12-20 11:40:47,2.0,,,,
000559.XSHE,2007-02-09,光大证券,,,2,1,2024-06-18 17:37:24,2007-02-13 16:10:47,2.0,,,,
