order_book_id,date,report_year,report_period,info_classification,institute,info_summary,report_date,title,author,est_profit,report_date_last,title_last,est_profit_last,info_date,report_type,forecast_profit_max,forecast_profit_min,profit,profit_q,forecast_profit_growth_limit,profit_growth,forcast_profit_growth_limit_q,profit_growth_q,fin_report_date_last,fin_report_type_last,forecast_profit_max_last,forecast_profit_min_last,profit_last,con_calc_date,con_profit,con_calc_date_last,con_profit_last,con_profit_q_last,con_profit_gr_last,con_profit_gr_q_last,expect_rate,rice_create_tm,create_tm
000559.XSHE,2013-03-30,2012,q4,1405,,2013-03-30发布的财报中，4季度净利润增速超出机构的一致预期,,,,,,,,2013-03-30,financial_reports,,,,229551566.7400,,,,0.7016,,,,,,,,2013-03-29,,82506551.7155,,,1.7822,2021-04-12 11:01:47,2021-04-12 11:01:47
000559.XSHE,2013-03-30,2012,q4,1503,,2013-03-30发布的财报净利润同比增速超出2012一致预期同比增速,,,,,,,,2013-03-30,financial_reports,,,,229551566.7400,,,,0.7016,,,,,,,,2013-03-29,,82506551.7155,,-0.3884,1.0900,2021-04-12 11:01:47,2021-04-12 11:01:47
000559.XSHE,2013-04-23,2013,q1,1405,,2013-04-23发布的财报中，1季度净利润增速超出机构的一致预期,,,,,,,,2013-04-23,financial_reports,,,,141734383.1000,,,,0.4575,,,,,,,,2013-04-22,,87277657.3154,,,0.6239,2021-04-12 11:01:47,2021-04-12 11:01:47
000559.XSHE,2013-04-23,2013,q1,1501,,2013-04-23发布的财报净利润同比增速超出一致预期2013同比增速,,,,,,,,2013-04-23,financial_reports,,,141734383.1000,,,0.4575,,,,,,,,,,2013-04-22,414248529.2400,,-0.1025,,0.5600,2021-04-12 11:01:47,2021-04-12 11:01:47
000559.XSHE,2013-04-23,2013,q1,1503,,2013-04-23发布的财报净利润同比增速超出2013一致预期同比增速,,,,,,,,2013-04-23,financial_reports,,,,141734383.1000,,,,0.4575,,,,,,,,2013-04-22,,87277657.3154,,-0.1025,0.5600,2021-04-12 11:01:47,2021-04-12 11:01:47
000559.XSHE,2013-08-20,2013,q2,1405,,2013-08-20发布的财报中，2季度净利润增速超出机构的一致预期,,,,,,,,2013-08-20,financial_reports,,,,122097581.6600,,,,0.6158,,,,,,,,2013-08-19,,56522775.6663,,,1.1601,2021-04-12 11:01:47,2021-04-12 11:01:47
000559.XSHE,2013-08-20,2013,q2,1501,,2013-08-20发布的财报净利润同比增速超出一致预期2013同比增速,,,,,,,,2013-08-20,financial_reports,,,263831964.7600,,,0.5267,,,,,,,,,,2013-08-19,414248529.2400,,-0.1025,,0.6292,2021-04-12 11:01:47,2021-04-12 11:01:47
000559.XSHE,2013-08-20,2013,q2,1503,,2013-08-20发布的财报净利润同比增速超出2013一致预期同比增速,,,,,,,,2013-08-20,financial_reports,,,,122097581.6600,,,,0.6158,,,,,,,,2013-08-19,,56522775.6663,,-0.2520,0.8678,2021-04-12 11:01:47,2021-04-12 11:01:47
000559.XSHE,2013-10-29,2013,q3,1405,,2013-10-29发布的财报中，3季度净利润增速超出机构的一致预期,,,,,,,,2013-10-29,financial_reports,,,,130188895.2000,,,,1.1994,,,,,,,,2013-10-28,,17769588.1668,,,6.3265,2021-04-12 11:01:47,2021-04-12 11:01:47
000559.XSHE,2013-10-29,2013,q3,1501,,2013-10-29发布的财报净利润同比增速超出一致预期2013同比增速,,,,,,,,2013-10-29,financial_reports,,,394020859.9600,,,0.6983,,,,,,,,,,2013-10-28,350517986.2800,,-0.2406,,0.9389,2021-04-12 11:01:47,2021-04-12 11:01:47
000559.XSHE,2013-10-29,2013,q3,1503,,2013-10-29发布的财报净利润同比增速超出2013一致预期同比增速,,,,,,,,2013-10-29,financial_reports,,,,130188895.2000,,,,1.1994,,,,,,,,2013-10-28,,17769588.1668,,-0.6998,1.8992,2021-04-12 11:01:47,2021-04-12 11:01:47
000559.XSHE,2014-01-23,2013,q4,1403,,2014-01-23发布的业绩预告超出机构的一致预期,,,,,,,,2014-01-23,performance_forecast,597400000.0000,497840000.0000,,,,,,,,,,,,,,2014-01-22,477979072.2000,,,,0.0416,2021-04-12 11:01:47,2021-04-12 11:01:47
000559.XSHE,2014-01-23,2013,q4,1502,,2014-01-23发布的业绩预告同比增速超出一致预期2013同比增速,,,,,,,,2014-01-23,performance_forecast,597400000.0000,497840000.0000,,,0.0786,,,,,,,,,,,2014-01-22,477979072.2000,,0.0356,,0.0430,2021-04-12 11:01:47,2021-04-12 11:01:47
000559.XSHE,2014-01-23,2013,q4,1504,,2014-01-23发布的业绩预告同比增速超出2013一致预期同比增速,,,,,,,,2014-01-23,performance_forecast,597400000.0000,497840000.0000,,,,,-0.5477,,,,,,,,,2014-01-22,,83947007.9568,,-0.6343,0.0866,2021-04-12 11:01:47,2021-04-12 11:01:47
000559.XSHE,2014-08-26,2014,q2,1405,,2014-08-26发布的财报中，2季度净利润增速超出机构的一致预期,,,,,,,,2014-08-26,financial_reports,,,,170605945.9600,,,,0.3973,,,,,,,,2014-08-25,,165539901.2146,,,0.0306,2021-04-12 11:01:47,2021-04-12 11:01:47
000559.XSHE,2014-08-26,2014,q2,1503,,2014-08-26发布的财报净利润同比增速超出2014一致预期同比增速,,,,,,,,2014-08-26,financial_reports,,,,170605945.9600,,,,0.3973,,,,,,,,2014-08-25,,165539901.2146,,0.3558,0.0415,2021-04-12 11:01:47,2021-04-12 11:01:47
000559.XSHE,2015-07-24,2015,q4,1302,中信证券,中信证券2015-07-24发布的报告研报摘要中含有超预期信息,2015-07-24,新能源汽车行业投资价值分析报告：销量快速增长 关注客车加电池及零部件,"许英博,陈俊斌,高登 等",809000000.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-04-12 11:01:47,2021-04-12 11:01:47
000559.XSHE,2015-08-26,2015,q2,1405,,2015-08-26发布的财报中，2季度净利润增速超出机构的一致预期,,,,,,,,2015-08-26,financial_reports,,,,243383772.0800,,,,0.4266,,,,,,,,2015-08-25,,214690522.3961,,,0.1336,2021-04-12 11:01:47,2021-04-12 11:01:47
000559.XSHE,2015-08-26,2015,q2,1501,,2015-08-26发布的财报净利润同比增速超出一致预期2015同比增速,,,,,,,,2015-08-26,financial_reports,,,448656572.4500,,,0.2790,,,,,,,,,,2015-08-25,868009994.5250,,0.2281,,0.0510,2021-04-12 11:01:47,2021-04-12 11:01:47
000559.XSHE,2015-08-26,2015,q2,1503,,2015-08-26发布的财报净利润同比增速超出2015一致预期同比增速,,,,,,,,2015-08-26,financial_reports,,,,243383772.0800,,,,0.4266,,,,,,,,2015-08-25,,214690522.3961,,0.2584,0.1682,2021-04-12 11:01:47,2021-04-12 11:01:47
000559.XSHE,2016-08-18,2016,q4,1101,光大证券,"光大证券2016-08-18发布的报告上调了该股盈利预测,分析师：刘洋",2016-08-18,万向钱潮：业绩符合预期 预计全年稳增长,刘洋,899410000.0000,2016-04-20,万向钱潮：业绩稳定增长 集团优质资产存注入预期,895840000.0000,,,,,,,,,,,,,,,,,,,,,,,0.0040,2021-04-12 11:01:47,2021-04-12 11:01:47
000559.XSHE,2026-04-07,2025,q4,1405,,2026-04-07发布的财报中，4季度净利润增速超出机构的一致预期,,,,,,,,2026-04-07,financial_reports,,,,262270166.5500,,,,0.1187,,,,,,,,2026-04-03,,257693800.3240,,,0.0178,2026-04-06 20:56:05,2026-04-06 18:43:58
