order_book_id,date,institute,price_raw,price_prd,grd_coef,grd_prd,rice_create_tm,create_tm,quarter_recommendation,half_year_target_price,one_year_recommendation,one_year_target_price,half_year_recommendation
000027.XSHE,2006-01-08,中信证券,9.3080,,2,1,2024-06-18 17:37:13,2006-01-11 16:57:17,2.0,,,,
000027.XSHE,2006-01-12,西南证券,8.0190,,3,1,2024-06-18 17:38:20,2006-01-13 16:29:20,3.0,,,,
000027.XSHE,2006-01-15,国海证券,7.9970,,3,1,2024-06-18 17:37:36,2006-01-17 17:23:29,3.0,,,,
000027.XSHE,2006-01-15,兴业证券,9.4510,,2,1,2024-06-18 17:37:54,2006-01-16 17:51:25,2.0,,1.0,,
000027.XSHE,2006-01-16,国泰海通证券,10.7250,,1,1,2024-06-18 17:37:34,2006-01-17 16:56:24,1.0,,,,
000027.XSHE,2006-01-24,国泰海通证券,10.3500,,1,1,2024-06-18 17:38:01,2006-01-25 13:47:22,1.0,,,,
000027.XSHE,2006-02-07,国泰海通证券,10.8000,,1,1,2024-06-18 17:36:59,2006-02-08 11:05:23,1.0,,,,
000027.XSHE,2006-02-08,申万宏源,9.9060,,2,1,2024-06-18 17:37:14,2006-02-09 13:20:18,2.0,,,,
000027.XSHE,2006-02-10,兴业证券,10.0880,,2,1,2024-06-18 17:37:20,2006-02-13 17:50:31,2.0,,1.0,,
000027.XSHE,2006-02-13,中信证券,9.9320,,2,1,2024-06-18 17:38:37,2006-02-17 16:29:39,2.0,,,,
000027.XSHE,2006-02-20,长江证券,,,2,1,2024-06-18 17:37:02,2006-02-22 16:56:34,2.0,,,,
000027.XSHE,2006-02-28,招商证券,,,2,1,2024-06-18 17:37:43,2006-03-01 17:50:40,2.0,,,,
000027.XSHE,2006-03-01,平安证券,,,2,1,2024-06-18 17:38:16,2006-03-04 11:32:24,2.0,,,,
000027.XSHE,2006-03-06,中信证券,,,2,1,2024-06-18 17:37:05,2006-03-08 18:17:37,2.0,,,,
000027.XSHE,2006-03-15,国泰海通证券,,,2,1,2024-06-18 17:37:17,2006-03-17 14:41:26,2.0,,,,
000027.XSHE,2006-03-15,东方证券,,,2,1,2024-06-18 17:38:00,2006-03-15 17:23:14,2.0,,,,
000027.XSHE,2006-03-17,平安证券,,,3,1,2024-06-18 17:39:06,2006-03-20 15:35:55,3.0,,,,
000027.XSHE,2006-03-20,招商证券,8.3000,M06,2,1,2024-06-18 04:54:31,2006-03-20 18:17:45,2.0,8.3,,,
