order_book_id,date,report_year,report_period,info_classification,institute,info_summary,report_date,title,author,est_profit,report_date_last,title_last,est_profit_last,info_date,report_type,forecast_profit_max,forecast_profit_min,profit,profit_q,forecast_profit_growth_limit,profit_growth,forcast_profit_growth_limit_q,profit_growth_q,fin_report_date_last,fin_report_type_last,forecast_profit_max_last,forecast_profit_min_last,profit_last,con_calc_date,con_profit,con_calc_date_last,con_profit_last,con_profit_q_last,con_profit_gr_last,con_profit_gr_q_last,expect_rate,rice_create_tm,create_tm
601288.XSHG,2012-03-23,2011,q4,2405,,2012-03-23发布的财报中，4季度净利润增速低于机构的一致预期,,,,,,,,2012-03-23,financial_reports,,,,21170000000.0000,,,,-0.1439,,,,,,,,2012-03-22,,35151903200.0000,,,-0.3978,2021-04-12 11:01:49,2021-04-12 11:01:49
601288.XSHG,2012-03-23,2011,q4,2503,,2012-03-23发布的财报净利润同比增速低于2011一致预期同比增速,,,,,,,,2012-03-23,financial_reports,,,,21170000000.0000,,,,-0.1439,,,,,,,,2012-03-22,,35151903200.0000,,0.4216,-0.5655,2021-04-12 11:01:49,2021-04-12 11:01:49
601288.XSHG,2012-04-28,2012,q1,2405,,2012-04-28发布的财报中，1季度净利润增速低于机构的一致预期,,,,,,,,2012-04-28,financial_reports,,,,43454000000.0000,,,,0.2755,,,,,,,,2012-04-27,,43960056800.0000,,,-0.0115,2021-04-12 11:01:49,2021-04-12 11:01:49
601288.XSHG,2012-04-28,2012,q1,2501,,2012-04-28发布的财报净利润同比增速低于一致预期2012同比增速,,,,,,,,2012-04-28,financial_reports,,,43454000000.0000,,,0.2755,,,,,,,,,,2012-04-27,157334806240.2703,,0.2904,,-0.0149,2021-04-12 11:01:49,2021-04-12 11:01:49
601288.XSHG,2012-04-28,2012,q1,2503,,2012-04-28发布的财报净利润同比增速低于2012一致预期同比增速,,,,,,,,2012-04-28,financial_reports,,,,43454000000.0000,,,,0.2755,,,,,,,,2012-04-27,,43960056800.0000,,0.2904,-0.0149,2021-04-12 11:01:49,2021-04-12 11:01:49
601288.XSHG,2012-08-30,2012,q2,2405,,2012-08-30发布的财报中，2季度净利润增速低于机构的一致预期,,,,,,,,2012-08-30,financial_reports,,,,37045000000.0000,,,,0.1363,,,,,,,,2012-08-29,,38093100000.0000,,,-0.0275,2021-04-12 11:01:49,2021-04-12 11:01:49
601288.XSHG,2012-08-30,2012,q2,2503,,2012-08-30发布的财报净利润同比增速低于2012一致预期同比增速,,,,,,,,2012-08-30,financial_reports,,,,37045000000.0000,,,,0.1363,,,,,,,,2012-08-29,,38093100000.0000,,0.1685,-0.0322,2021-04-12 11:01:49,2021-04-12 11:01:49
601288.XSHG,2012-10-27,2012,q3,2405,,2012-10-27发布的财报中，3季度净利润增速低于机构的一致预期,,,,,,,,2012-10-27,financial_reports,,,,39584000000.0000,,,,0.1612,,,,,,,,2012-10-26,,40914818000.0000,,,-0.0325,2021-04-12 11:01:49,2021-04-12 11:01:49
601288.XSHG,2012-10-27,2012,q3,2501,,2012-10-27发布的财报净利润同比增速低于一致预期2012同比增速,,,,,,,,2012-10-27,financial_reports,,,120083000000.0000,,,0.1918,,,,,,,,,,2012-10-26,146820460204.8276,,0.2042,,-0.0124,2021-04-12 11:01:49,2021-04-12 11:01:49
601288.XSHG,2012-10-27,2012,q3,2503,,2012-10-27发布的财报净利润同比增速低于2012一致预期同比增速,,,,,,,,2012-10-27,financial_reports,,,,39584000000.0000,,,,0.1612,,,,,,,,2012-10-26,,40914818000.0000,,0.2002,-0.0390,2021-04-12 11:01:49,2021-04-12 11:01:49
601288.XSHG,2012-10-29,2012,q4,2302,民生证券,民生证券2012-10-29发布的报告研报摘要中含有超预期信息,2012-10-29,农业银行：中收企稳回升 不良持续双降,"李锋,李少君,张丽 等",147030000000.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-04-12 11:01:49,2021-04-12 11:01:49
601288.XSHG,2013-03-21,2012,q4,2302,中银国际证券,中银国际证券2013-03-21发布的报告研报摘要中含有超预期信息,2013-03-21,农业银行：县域优势和股改红利推高利润增速,"尹劲桦,袁琳",143321000000.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-04-12 11:01:49,2021-04-12 11:01:49
601288.XSHG,2013-04-27,2013,q1,2405,,2013-04-27发布的财报中，1季度净利润增速低于机构的一致预期,,,,,,,,2013-04-27,financial_reports,,,,47011000000.0000,,,,0.0819,,,,,,,,2013-04-26,,47886308000.0000,,,-0.0183,2021-04-12 11:01:49,2021-04-12 11:01:49
601288.XSHG,2013-04-27,2013,q1,2501,,2013-04-27发布的财报净利润同比增速低于一致预期2013同比增速,,,,,,,,2013-04-27,financial_reports,,,47011000000.0000,,,0.0819,,,,,,,,,,2013-04-26,159892941127.4074,,0.1020,,-0.0201,2021-04-12 11:01:49,2021-04-12 11:01:49
601288.XSHG,2013-04-27,2013,q1,2503,,2013-04-27发布的财报净利润同比增速低于2013一致预期同比增速,,,,,,,,2013-04-27,financial_reports,,,,47011000000.0000,,,,0.0819,,,,,,,,2013-04-26,,47886308000.0000,,0.1020,-0.0201,2021-04-12 11:01:49,2021-04-12 11:01:49
601288.XSHG,2013-05-02,2013,q4,2302,民生证券,民生证券2013-05-02发布的报告研报摘要中含有超预期信息,2013-05-02,农业银行：息差环比持平 信贷成本仍有下降空间,"李少君,邹恒超,张丽",168500000000.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-04-12 11:01:49,2021-04-12 11:01:49
601288.XSHG,2013-10-31,2013,q4,2302,民生证券,民生证券2013-10-31发布的报告研报摘要中含有超预期信息,2013-10-31,农业银行：贷款质量稳定 拨备释放空间打开,"邹恒超,张丽",167000000000.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-04-12 11:01:49,2021-04-12 11:01:49
601288.XSHG,2014-03-26,2014,q4,2101,民生证券,"民生证券2014-03-26发布的报告下调了该股盈利预测,分析师：邹恒超",2014-03-26,农业银行：息差好于预期 县域优势体现,邹恒超,186600000000.0000,2013-10-31,农业银行：贷款质量稳定 拨备释放空间打开,197700000000.0000,,,,,,,,,,,,,,,,,,,,,,,-0.0561,2021-04-12 11:01:49,2021-04-12 11:01:49
601288.XSHG,2014-03-26,2014,q4,2102,平安证券,"平安证券2014-03-26发布的报告下调了该股盈利预测,分析师：励雅敏,王宇轩,黄耀锋",2014-03-26,农业银行：存款略有放缓 拨备尚存空间,"励雅敏,王宇轩,黄耀锋",185081000000.0000,2013-11-01,农业银行：县域存款恢复增长 息差表现略好于预期,194591000000.0000,,,,,,,,,,,,,,,,,,,,,,,-0.0489,2021-04-12 11:01:49,2021-04-12 11:01:49
601288.XSHG,2014-03-26,2014,q4,2302,瑞银证券,瑞银证券2014-03-26发布的报告研报摘要中含有超预期信息,2014-03-26,农业银行A：四季度净息差回升好于预期 手续费收入增速有所放缓,"甘宗卫,翁睛晶",169847000000.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-04-12 11:01:49,2021-04-12 11:01:49
601288.XSHG,2014-04-27,2014,q4,2101,申万宏源,"申万宏源2014-04-27发布的报告下调了该股盈利预测,分析师：陆怡雯",2014-04-27,农业银行：资本压力有望缓解 利润增速领先可比同业 维持“买入”,陆怡雯,181861000000.0000,2014-03-26,农业银行：息差环比持续改善 拨备释放贡献利润增长超预期,187643000000.0000,,,,,,,,,,,,,,,,,,,,,,,-0.0308,2021-04-12 11:01:49,2021-04-12 11:01:49
601288.XSHG,2014-04-27,2014,q4,2101,东方证券,"东方证券2014-04-27发布的报告下调了该股盈利预测,分析师：王轶",2014-04-27,农业银行：存款成本稳定 息差表现良好,王轶,188239000000.0000,2013-10-31,农业银行季报点评：差异化竞争优势助业绩小幅超预期,197986000000.0000,,,,,,,,,,,,,,,,,,,,,,,-0.0492,2021-04-12 11:01:49,2021-04-12 11:01:49
601288.XSHG,2014-04-28,2014,q4,2302,安信证券,安信证券2014-04-28发布的报告研报摘要中含有超预期信息,2014-04-28,农业银行：中收增长偏慢,许敏敏,188394000000.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-04-12 11:01:49,2021-04-12 11:01:49
601288.XSHG,2014-05-09,2014,q4,2101,申万宏源,"申万宏源2014-05-09发布的报告下调了该股盈利预测,分析师：徐冰玉",2014-05-09,农业银行：优先股发行将提升资本水平助力公司业绩增长,徐冰玉,181517000000.0000,2014-04-27,农业银行：资本压力有望缓解 利润增速领先可比同业 维持“买入”,181861000000.0000,,,,,,,,,,,,,,,,,,,,,,,-0.0019,2021-04-12 11:01:49,2021-04-12 11:01:49
601288.XSHG,2014-05-09,2014,q4,2101,安信证券,"安信证券2014-05-09发布的报告下调了该股盈利预测,分析师：许敏敏",2014-05-09,农业银行：优先股解决资本约束 高股息率具配置优势,许敏敏,184512000000.0000,2014-04-28,农业银行：中收增长偏慢,188394000000.0000,,,,,,,,,,,,,,,,,,,,,,,-0.0206,2021-04-12 11:01:49,2021-04-12 11:01:49
601288.XSHG,2014-05-09,2014,q4,2102,平安证券,"平安证券2014-05-09发布的报告下调了该股盈利预测,分析师：励雅敏,王宇轩,黄耀锋",2014-05-09,农业银行：优先股方案灵活 有效夯实一级资本,"励雅敏,王宇轩,黄耀锋",185081000000.0000,2014-05-06,银行业月报：板块催化减少 但分红收益率及配置价值仍有望支撑板块相对收益,185132646690.0000,,,,,,,,,,,,,,,,,,,,,,,-0.0003,2021-04-12 11:01:49,2021-04-12 11:01:49
601288.XSHG,2014-10-31,2014,q3,2405,,2014-10-31发布的财报中，3季度净利润增速低于机构的一致预期,,,,,,,,2014-10-31,financial_reports,,,,48407000000.0000,,,,0.0607,,,,,,,,2014-10-30,,49200171600.0000,,,-0.0161,2021-04-12 11:01:49,2021-04-12 11:01:49
601288.XSHG,2014-10-31,2014,q3,2501,,2014-10-31发布的财报净利润同比增速低于一致预期2014同比增速,,,,,,,,2014-10-31,financial_reports,,,152439000000.0000,,,0.1047,,,,,,,,,,2014-10-30,183774152374.0000,,0.1050,,-0.0003,2021-04-12 11:01:49,2021-04-12 11:01:49
601288.XSHG,2014-10-31,2014,q3,2503,,2014-10-31发布的财报净利润同比增速低于2014一致预期同比增速,,,,,,,,2014-10-31,financial_reports,,,,48407000000.0000,,,,0.0607,,,,,,,,2014-10-30,,49200171600.0000,,0.0781,-0.0174,2021-04-12 11:01:49,2021-04-12 11:01:49
601288.XSHG,2014-10-31,2014,q4,2101,申万宏源,"申万宏源2014-10-31发布的报告下调了该股盈利预测,分析师：陆怡雯,高燕芸",2014-10-31,农业银行：业绩增长稳定 不良生成好于同业 拨备充足 维持“买入”,"陆怡雯,高燕芸",182167000000.0000,2014-08-27,农业银行：业绩增长稳健 不良风险可控 维持“买入”评级,185771000000.0000,,,,,,,,,,,,,,,,,,,,,,,-0.0194,2021-04-12 11:01:49,2021-04-12 11:01:49
