order_book_id,date,institute,price_raw,price_prd,grd_coef,grd_prd,rice_create_tm,create_tm,quarter_recommendation,half_year_target_price,one_year_recommendation,one_year_target_price,half_year_recommendation
000429.XSHE,2006-11-07,国泰海通证券,,,2,1,2024-07-15 17:49:12,2006-11-08 10:40:30,2.0,,,,
000429.XSHE,2007-03-28,中金公司,,,3,1,2024-07-15 17:46:41,2007-03-28 16:13:21,3.0,,,,
000429.XSHE,2007-04-23,招商证券,9.5000,M06,2,1,2024-07-15 05:05:39,2007-04-24 17:40:31,2.0,9.5,,,
000429.XSHE,2007-04-25,西南证券,,,3,1,2024-07-15 17:49:02,2007-04-25 16:56:14,3.0,,,,
000429.XSHE,2007-07-19,华泰联合,,,3,1,2024-07-15 17:47:26,2007-07-19 14:40:45,3.0,,,,
000429.XSHE,2007-08-13,国投证券,12.0000,M06,1,1,2024-07-15 05:05:49,2007-08-13 17:25:52,1.0,12.0,,,
000429.XSHE,2007-08-13,华泰联合,,,3,1,2024-07-15 17:48:51,2007-08-13 14:58:37,3.0,,,,
000429.XSHE,2007-08-31,西南证券,,,3,1,2024-07-15 17:48:13,2007-09-03 15:25:20,3.0,,,,
000429.XSHE,2007-08-31,中信证券华南,12.8000,M06,2,1,2024-07-15 05:05:58,2007-09-03 15:40:28,2.0,12.8,,,
000429.XSHE,2007-09-12,华泰联合,,,3,1,2024-07-15 17:47:39,2007-09-12 14:40:35,3.0,,,,
000429.XSHE,2007-09-13,华泰证券,,,3,1,2024-07-15 17:46:53,2007-09-14 16:55:29,3.0,,,,
000429.XSHE,2007-09-17,东方证券,12.5000,M06,2,1,2024-07-15 05:05:39,2007-09-18 15:25:33,2.0,12.5,,,
000429.XSHE,2007-09-20,申万宏源,13.5000,M06,2,1,2024-07-15 05:05:37,2007-09-20 14:11:32,2.0,13.5,,,
000429.XSHE,2007-09-20,华泰证券,,,3,1,2024-07-15 17:49:07,2007-09-21 14:10:43,3.0,,,,
000429.XSHE,2007-09-26,申万宏源,,,2,1,2024-07-15 17:46:47,2007-09-26 15:10:55,2.0,,,,
000429.XSHE,2007-09-28,申万宏源,,,2,1,2024-07-15 17:48:26,2007-09-28 14:57:18,2.0,,,,
000429.XSHE,2007-10-31,中金公司,,,3,1,2024-07-15 17:48:33,2007-10-31 18:41:14,3.0,,,,
000429.XSHE,2007-11-11,华泰联合,,,2,1,2024-07-15 17:46:57,2007-11-12 16:27:33,2.0,,,,
000429.XSHE,2007-11-12,东方证券,,,2,1,2024-07-15 17:49:00,2007-11-23 14:11:07,2.0,,,,
000429.XSHE,2007-12-19,华泰证券,,,3,1,2024-07-15 17:47:45,2007-12-19 16:12:20,3.0,,,,
000429.XSHE,2007-12-21,西南证券,,,3,1,2024-07-15 17:49:15,2007-12-25 17:41:48,3.0,,,,
000429.XSHE,2007-12-26,申万宏源,,,2,1,2024-07-15 17:46:25,2007-12-26 15:43:58,2.0,,,,
000429.XSHE,2007-12-27,华泰联合,10.2000,M06,2,1,2024-07-15 05:05:35,2007-12-29 10:41:56,2.0,10.2,,,
000429.XSHE,2007-12-28,申万宏源,,,2,1,2024-07-15 17:47:07,2007-12-29 10:41:56,2.0,,,,
000429.XSHE,2008-01-07,华泰联合,,,2,1,2024-07-15 17:48:54,2008-01-16 18:10:47,2.0,,,,
000429.XSHE,2008-01-24,申万宏源,,,2,1,2024-07-15 17:46:18,2008-01-24 17:26:10,2.0,,,,
000429.XSHE,2008-02-01,申万宏源,,,2,1,2024-07-15 17:48:41,2008-02-01 14:11:29,2.0,,,,
000429.XSHE,2008-02-04,华泰联合,,,2,1,2024-07-15 17:46:55,2008-02-04 14:56:34,2.0,,,,
000429.XSHE,2008-02-20,中金公司,,,3,1,2024-07-15 17:48:14,2008-02-21 14:26:30,3.0,,,,
000429.XSHE,2008-03-04,中金公司,,,3,1,2024-07-15 17:46:13,2008-03-04 18:41:49,3.0,,,,
000429.XSHE,2008-03-04,广发证券,9.2000,M06,3,1,2024-07-15 05:06:03,2008-03-04 18:41:49,3.0,9.2,,,
000429.XSHE,2008-03-06,金元证券,,,3,1,2024-07-15 17:47:25,2008-03-06 17:42:16,3.0,,3.0,,
000429.XSHE,2008-03-07,华泰联合,,,2,1,2024-07-15 17:47:52,2008-03-07 17:43:55,2.0,,,,
000429.XSHE,2008-03-16,日信证券,,,3,1,2024-07-15 17:48:53,2008-04-24 17:40:30,3.0,,,,
000429.XSHE,2008-03-19,华泰证券,,,3,1,2024-07-15 17:46:17,2008-03-24 17:55:52,3.0,,,,
000429.XSHE,2008-03-27,中金公司,,,3,1,2024-07-15 17:48:53,2008-03-27 17:25:54,3.0,,,,
000429.XSHE,2008-03-31,申万宏源,,,2,1,2024-07-15 17:48:36,2008-03-31 17:55:46,2.0,,,,
000429.XSHE,2008-04-17,申万宏源,,,2,1,2024-07-15 17:47:41,2008-04-17 18:10:13,2.0,,,,
000429.XSHE,2008-04-30,中金公司,,,3,1,2024-07-15 17:46:08,2008-04-30 17:10:46,3.0,,,,
000429.XSHE,2008-05-06,广发证券,,,3,1,2024-07-15 17:48:16,2008-05-06 18:25:28,3.0,,,,
000429.XSHE,2008-06-15,申万宏源,,,2,1,2024-07-15 17:46:24,2008-06-23 17:40:35,2.0,,,,
000429.XSHE,2008-06-17,长江证券,,,2,1,2024-07-15 17:46:32,2008-06-17 17:55:22,2.0,,,,
000429.XSHE,2008-06-19,上海证券,,,3,1,2024-07-15 17:46:19,2008-06-20 18:25:34,3.0,,,,
000429.XSHE,2008-06-19,西南证券,,,3,1,2024-07-15 17:48:16,2008-06-20 18:25:34,3.0,,,,
000429.XSHE,2008-06-30,东方证券,,,2,1,2024-07-15 17:46:30,2008-06-30 08:56:02,2.0,,,,
000429.XSHE,2008-07-07,申万宏源,,,2,1,2024-07-15 17:48:47,2008-07-07 17:40:39,2.0,,,,
000429.XSHE,2008-07-10,东方证券,,,2,1,2024-07-15 17:46:17,2008-07-10 16:40:35,2.0,,,,
000429.XSHE,2008-07-10,招商证券,,,3,1,2024-07-15 17:49:13,2008-07-14 08:41:02,3.0,,,,
000429.XSHE,2008-07-11,东方证券,,,2,1,2024-07-15 17:48:40,2008-07-11 19:10:26,2.0,,,,
000429.XSHE,2008-08-01,申万宏源,,,2,1,2024-07-15 17:46:56,2008-08-01 17:25:49,2.0,,,,
000429.XSHE,2008-08-13,招商证券,,,3,1,2024-07-15 17:46:38,2008-08-14 17:25:36,3.0,,,,
000429.XSHE,2008-08-18,申万宏源,,,2,1,2024-07-15 17:48:47,2008-08-19 16:40:50,2.0,,,,
000429.XSHE,2008-08-19,天相投顾,,,2,1,2024-07-15 17:46:16,2008-08-20 16:41:02,2.0,,,,
000429.XSHE,2008-08-25,申万宏源,,,2,1,2024-07-15 17:46:17,2008-08-25 16:56:14,2.0,,,,
000429.XSHE,2008-09-03,平安证券,,,2,1,2024-07-15 17:48:52,2008-09-04 17:17:01,2.0,,,,
000429.XSHE,2008-09-08,广发证券,4.4000,M06,3,1,2024-07-15 05:05:58,2008-09-08 15:47:09,3.0,4.4,,,
000429.XSHE,2008-09-08,东方证券,,,2,1,2024-07-15 17:49:08,2008-09-09 16:47:05,2.0,,,,
000429.XSHE,2008-09-09,兴业证券,,,3,1,2024-07-15 17:48:05,2008-09-17 18:01:51,3.0,,,,
000429.XSHE,2008-09-11,招商证券,,,3,1,2024-07-15 17:47:25,2008-09-11 16:16:56,3.0,,,,
000429.XSHE,2008-10-16,东方证券,,,2,1,2024-07-15 17:47:52,2008-10-16 14:17:10,2.0,,,,
000429.XSHE,2008-10-23,招商证券,,,3,1,2024-07-15 17:48:30,2008-10-24 17:33:05,3.0,,,,
000429.XSHE,2008-10-23,天相投顾,,,2,1,2024-07-15 17:48:31,2008-10-25 13:16:48,2.0,,,,
000429.XSHE,2008-10-27,申万宏源,,,2,1,2024-07-15 17:46:39,2008-10-29 08:31:54,2.0,,,,
000429.XSHE,2008-10-27,天相投顾,,,3,1,2024-07-15 17:47:43,2008-10-28 14:48:41,3.0,,,,
000429.XSHE,2008-11-12,银河证券,5.1100,M06,1,1,2024-07-15 05:05:43,2008-11-25 17:05:24,1.0,5.11,,,
000429.XSHE,2008-11-17,广发证券,4.0000,M06,3,1,2024-07-15 05:05:41,2008-11-17 17:17:14,3.0,4.0,,,
000429.XSHE,2008-11-21,东方证券,,,2,1,2024-07-15 17:46:41,2008-11-21 16:02:34,2.0,,,,
000429.XSHE,2008-11-25,群益证券,,,3,1,2024-07-15 17:46:57,2008-11-25 17:33:28,3.0,,,,
000429.XSHE,2008-11-26,东方证券,,,2,1,2024-07-15 17:47:04,2008-11-26 16:47:42,2.0,,,,
000429.XSHE,2008-11-27,申万宏源,,,3,1,2024-07-15 17:48:29,2008-11-27 13:48:17,3.0,,,,
000429.XSHE,2008-12-03,上海证券,,,3,1,2024-07-15 17:47:04,2008-12-10 17:33:17,3.0,,,,
000429.XSHE,2008-12-08,东方证券,,,2,1,2024-07-15 17:46:20,2008-12-08 16:32:16,2.0,,,,
000429.XSHE,2008-12-08,申万宏源,,,3,1,2024-07-15 17:47:53,2008-12-08 16:32:16,3.0,,,,
000429.XSHE,2008-12-09,东方证券,,,2,1,2024-07-15 17:46:59,2008-12-09 17:17:42,2.0,,,,
000429.XSHE,2008-12-16,中金公司,,,3,1,2024-07-15 17:47:44,2008-12-17 16:18:12,3.0,,,,
000429.XSHE,2008-12-17,申万宏源,,,3,1,2024-07-15 17:46:16,2008-12-17 15:47:40,3.0,,,,
000429.XSHE,2008-12-24,广发证券,,,3,1,2024-07-15 17:49:07,2008-12-24 13:47:10,3.0,,,,
000429.XSHE,2009-01-08,东方证券,,,3,1,2024-07-15 17:49:10,2009-01-08 18:17:15,3.0,,,,
000429.XSHE,2009-01-16,申万宏源,,,3,1,2024-07-15 17:48:02,2009-01-16 14:48:59,3.0,,,,
000429.XSHE,2009-02-05,申万宏源,,,3,1,2024-07-15 17:47:26,2009-02-05 14:17:25,3.0,,,,
000429.XSHE,2009-02-10,中金公司,,,3,1,2024-07-15 17:47:40,2009-02-10 18:31:55,3.0,,,,
000429.XSHE,2009-02-20,东方证券,,,3,1,2024-07-15 17:48:30,2009-02-20 18:02:39,3.0,,,,
000429.XSHE,2009-02-23,方正证券,,,3,1,2024-07-15 17:46:39,2009-02-27 17:48:51,3.0,,,,
000429.XSHE,2009-02-24,中金公司,2.2700,M06,3,1,2024-07-15 05:05:31,2009-02-25 15:35:38,3.0,2.27,,,
000429.XSHE,2009-02-24,浙商证券,,,3,1,2024-07-15 17:47:33,2009-02-28 11:48:08,3.0,,,,
000429.XSHE,2009-02-24,上海证券,,,3,1,2024-07-15 17:47:46,2009-02-25 15:35:38,3.0,,,,
000429.XSHE,2009-02-24,天相投顾,,,3,1,2024-07-15 17:48:05,2009-02-24 16:31:56,3.0,,,,
000429.XSHE,2009-02-25,天相投顾,,,3,1,2024-07-15 17:46:20,2009-02-26 17:48:09,3.0,,,,
000429.XSHE,2009-02-26,金元证券,,,3,3,2024-07-15 17:46:52,2009-02-26 15:33:53,3.0,,3.0,,
000429.XSHE,2009-02-26,国信证券,,,3,1,2024-07-15 17:48:53,2009-02-26 16:34:21,3.0,,,,
000429.XSHE,2009-03-05,兴业证券,,,2,1,2024-07-15 17:46:38,2009-03-05 16:47:38,2.0,,,,
000429.XSHE,2009-03-05,申万宏源,,,3,1,2024-07-15 17:46:59,2009-03-05 15:17:39,3.0,,,,
000429.XSHE,2009-03-09,中金公司,,,3,1,2024-07-15 17:48:13,2009-03-11 17:17:40,3.0,,,,
000429.XSHE,2009-03-20,东方证券,,,3,1,2024-07-15 17:46:18,2009-03-20 17:20:50,3.0,,,,
000429.XSHE,2009-03-20,国信证券,,,3,1,2024-07-15 17:48:38,2009-03-21 13:02:41,3.0,,,,
000429.XSHE,2009-03-25,兴业证券,,,2,1,2024-07-15 17:46:37,2009-03-27 18:18:12,2.0,,,,
000429.XSHE,2009-03-25,东方证券,,,3,1,2024-07-15 17:48:34,2009-03-25 16:48:43,3.0,,,,
000429.XSHE,2009-03-31,申万宏源,,,3,1,2024-07-15 17:46:27,2009-04-01 16:04:00,3.0,,,,
000429.XSHE,2009-04-27,中金公司,,,3,1,2024-07-15 17:48:38,2009-04-28 19:03:20,3.0,,,,
000429.XSHE,2009-04-27,国信证券,,,3,1,2024-07-15 17:48:44,2009-04-27 17:32:52,3.0,,,,
000429.XSHE,2009-04-28,东方证券,,,3,1,2024-07-15 17:48:38,2009-04-28 17:33:39,3.0,,,,
000429.XSHE,2009-04-29,中金公司,,,3,1,2024-07-15 17:46:18,2009-04-29 17:33:22,3.0,,,,
000429.XSHE,2009-05-04,申万宏源,,,3,1,2024-07-15 17:48:26,2009-05-06 15:34:52,3.0,,,,
000429.XSHE,2009-05-08,东方证券,,,3,1,2024-07-15 17:45:57,2009-05-08 18:03:27,3.0,,,,
000429.XSHE,2009-05-08,国都证券,,,3,1,2024-07-15 17:46:32,2009-05-12 16:34:39,3.0,,,,
000429.XSHE,2009-05-25,中原证券,,,3,1,2024-07-15 17:49:05,2009-06-02 17:24:45,3.0,,,,
000429.XSHE,2009-06-02,国都证券,,,3,1,2024-07-15 17:48:30,2009-06-03 16:09:49,3.0,,,,
000429.XSHE,2009-06-02,中金公司,,,3,1,2024-07-15 17:49:23,2009-06-05 16:48:19,3.0,,,,
000429.XSHE,2009-06-18,申万宏源,,,3,1,2024-07-15 17:48:31,2009-06-24 12:33:17,3.0,,,,
000429.XSHE,2009-06-22,东方证券,,,3,1,2024-07-15 17:46:15,2009-07-01 16:36:55,3.0,,,,
000429.XSHE,2009-06-23,兴业证券,5.1400,M06,2,1,2024-07-15 05:05:34,2009-06-24 13:47:28,2.0,5.14,,,
000429.XSHE,2009-06-30,中金公司,,,3,1,2024-07-15 17:46:40,2009-07-01 17:36:30,3.0,,,,
000429.XSHE,2009-06-30,国信证券,,,3,1,2024-07-15 17:47:55,2009-06-30 17:19:26,3.0,,,,
000429.XSHE,2009-07-13,申万宏源,,,3,1,2024-07-15 17:48:09,2009-07-13 14:51:58,3.0,,,,
000429.XSHE,2009-07-20,东方证券,,,3,1,2024-07-15 17:46:01,2009-07-22 15:07:01,3.0,,,,
000429.XSHE,2009-07-22,中金公司,,,3,1,2024-07-15 17:46:11,2009-07-22 15:37:45,3.0,,,,
000429.XSHE,2009-07-23,申万宏源,,,3,1,2024-07-15 17:47:33,2009-07-23 15:09:43,3.0,,,,
000429.XSHE,2009-07-28,广发证券,6.0000,M06,3,1,2024-07-15 05:05:51,2009-08-01 11:21:06,3.0,6.0,,,
000429.XSHE,2009-07-31,中金公司,,,3,1,2024-07-15 17:46:59,2009-07-31 16:24:46,3.0,,,,
000429.XSHE,2009-08-10,申万宏源,,,3,1,2024-07-15 17:46:43,2009-08-10 15:05:54,3.0,,,,
000429.XSHE,2009-08-17,东方证券,5.1500,M06,3,1,2024-07-15 05:05:36,2009-08-17 13:38:46,3.0,5.15,,,
000429.XSHE,2009-08-17,申万宏源,,,3,1,2024-07-15 17:48:58,2009-08-18 13:21:42,3.0,,,,
000429.XSHE,2009-08-20,中金公司,,,3,1,2024-07-15 17:46:40,2009-08-20 15:22:01,3.0,,,,
000429.XSHE,2009-08-20,广发证券,6.0000,M06,3,1,2024-07-15 05:05:50,2009-09-07 18:50:24,3.0,6.0,,,
000429.XSHE,2009-08-20,东海证券,,,3,1,2024-07-15 17:49:05,2009-08-22 12:21:25,3.0,,,,
000429.XSHE,2009-09-07,申万宏源,,,3,1,2024-07-15 17:46:27,2009-09-07 18:50:24,3.0,,,,
000429.XSHE,2009-09-14,银河证券,,,2,1,2024-07-15 17:46:23,2009-09-15 17:22:53,2.0,,,,
000429.XSHE,2009-09-24,东方证券,,,3,1,2024-07-15 17:47:37,2009-09-25 09:06:59,3.0,,,,
000429.XSHE,2009-09-25,银河证券,,,2,1,2024-07-15 17:49:16,2009-09-29 09:06:54,2.0,,,,
000429.XSHE,2009-09-29,东方证券,,,3,1,2024-07-15 17:48:37,2009-09-29 13:22:30,3.0,,,,
000429.XSHE,2009-10-28,申万宏源,,,3,1,2024-07-15 17:48:26,2009-10-29 15:31:43,3.0,,,,
000429.XSHE,2009-10-30,天相投顾,,,3,1,2024-07-15 17:48:03,2009-11-12 15:37:48,3.0,,,,
000429.XSHE,2009-11-02,中金公司,,,3,1,2024-07-15 17:48:59,2009-11-05 17:04:37,3.0,,,,
000429.XSHE,2009-11-25,中金公司,,,3,1,2024-07-15 17:46:14,2009-11-26 17:07:47,3.0,,,,
000429.XSHE,2009-11-26,国都证券,,,3,1,2024-07-15 17:48:33,2009-11-28 09:37:59,3.0,,,,
000429.XSHE,2009-11-30,广发证券,,,3,1,2024-07-15 17:48:25,2009-12-01 11:37:53,3.0,,,,
000429.XSHE,2009-12-04,东方证券,,,3,1,2024-07-15 17:48:34,2009-12-04 11:37:49,3.0,,,,
000429.XSHE,2009-12-22,东方证券,,,3,1,2024-07-15 17:48:12,2009-12-22 17:38:22,3.0,,,,
000429.XSHE,2009-12-28,国都证券,,,3,1,2024-07-15 17:49:22,2009-12-29 15:38:21,3.0,,,,
000429.XSHE,2009-12-31,银河证券,7.5900,M06,1,1,2024-07-15 05:05:39,2010-01-12 15:38:04,1.0,7.59,,,
000429.XSHE,2010-02-02,兴业证券,,,3,1,2024-07-15 17:46:54,2010-02-04 15:08:16,3.0,,,,
000429.XSHE,2010-02-02,申万宏源,,,3,1,2024-07-15 17:49:06,2010-02-03 13:38:03,3.0,,,,
000429.XSHE,2010-02-12,国都证券,,,3,1,2024-07-15 17:49:06,2010-02-22 15:38:12,3.0,,,,
000429.XSHE,2010-03-01,银河证券,5.7500,M06,2,1,2024-07-15 05:05:55,2010-03-10 18:08:05,2.0,5.75,,,
000429.XSHE,2010-03-02,中金公司,,,3,1,2024-07-15 17:46:04,2010-03-05 15:38:38,3.0,,,,
000429.XSHE,2010-03-05,东方证券,,,3,1,2024-07-15 17:48:35,2010-03-05 16:08:55,3.0,,,,
000429.XSHE,2010-03-31,申万宏源,,,3,1,2024-07-15 17:48:42,2010-04-01 11:09:08,3.0,,,,
000429.XSHE,2010-04-22,中金公司,,,3,1,2024-07-15 17:47:48,2010-04-22 16:42:01,3.0,,,,
000429.XSHE,2010-04-26,国泰海通证券,6.0000,M06,3,1,2024-07-15 05:05:48,2010-04-27 16:39:19,3.0,6.0,,,
000429.XSHE,2010-04-27,中金公司,,,3,1,2024-07-15 17:48:57,2010-04-28 13:41:28,3.0,,,,
000429.XSHE,2010-06-01,银河证券,5.7500,M06,1,1,2024-07-15 05:05:42,2010-06-03 13:59:24,1.0,5.75,,,
000429.XSHE,2010-07-01,天相投顾,,,3,1,2024-07-15 17:49:06,2010-07-03 11:44:04,3.0,,,,
000429.XSHE,2010-07-27,中金公司,,,3,1,2024-07-15 17:47:50,2010-07-28 11:44:15,3.0,,,,
000429.XSHE,2010-08-02,银河证券,5.7500,M06,1,1,2024-07-15 05:05:33,2010-08-03 16:17:06,1.0,5.75,,,
000429.XSHE,2010-08-10,中金公司,,,3,1,2024-07-15 17:46:36,2010-08-11 13:59:44,3.0,,,,
000429.XSHE,2010-09-01,银河证券,5.7500,M06,2,1,2024-07-15 05:06:06,2010-09-02 15:51:50,2.0,5.75,,,
000429.XSHE,2010-09-28,中金公司,,,3,1,2024-07-15 17:48:28,2010-09-29 13:49:31,3.0,,,,
000429.XSHE,2010-10-09,银河证券,5.7500,M06,2,1,2024-07-15 05:05:59,2010-10-12 12:10:29,2.0,5.75,,,
000429.XSHE,2010-10-25,中金公司,,,3,1,2024-07-15 17:45:58,2010-10-26 11:05:25,3.0,,,,
000429.XSHE,2010-11-15,中金公司,,,3,1,2024-07-15 17:46:30,2010-11-15 16:01:42,3.0,,,,
000429.XSHE,2011-01-16,兴业证券,,,3,1,2024-07-15 17:48:28,2011-01-17 14:55:01,3.0,,,,
000429.XSHE,2011-03-07,东北证券,,,3,1,2024-07-15 17:46:42,2011-03-07 20:25:53,3.0,,,,
000429.XSHE,2011-03-07,湘财证券,,,3,1,2024-07-15 17:48:59,2011-03-08 20:25:41,3.0,,,,
000429.XSHE,2011-03-11,兴业证券,,,3,1,2024-07-15 17:48:53,2011-03-14 16:04:01,3.0,,,,
000429.XSHE,2011-03-29,兴业证券,,,3,1,2024-07-15 17:45:57,2011-03-30 16:09:31,3.0,,,,
000429.XSHE,2011-04-26,兴业证券,,,3,1,2024-07-15 17:46:47,2011-04-27 13:53:55,3.0,,,,
000429.XSHE,2011-05-22,兴业证券,,,3,1,2024-07-15 17:48:52,2011-05-25 19:04:44,3.0,,,,
000429.XSHE,2011-06-09,兴业证券,,,3,1,2024-07-15 17:48:12,2011-06-13 17:43:19,3.0,,,,
000429.XSHE,2011-06-13,长江证券,,,3,1,2024-07-15 17:46:04,2011-06-14 14:23:26,3.0,,,,
000429.XSHE,2011-06-13,平安证券,,,3,1,2024-07-15 17:48:14,2011-06-14 10:32:12,3.0,,,,
000429.XSHE,2011-06-13,兴业证券,,,2,1,2024-07-15 17:48:39,2011-06-13 14:58:12,2.0,,,,
000429.XSHE,2011-06-13,天相投顾,,,3,1,2024-07-15 17:48:52,2011-06-13 14:58:12,3.0,,,,
000429.XSHE,2011-06-14,中信证券华南,,,3,1,2024-07-15 17:48:21,2011-06-16 11:05:17,3.0,,,,
000429.XSHE,2011-06-26,兴业证券,,,2,1,2024-07-15 17:48:53,2011-06-29 13:50:39,2.0,,,,
000429.XSHE,2011-06-29,中信证券,,,2,1,2024-07-15 17:45:59,2011-06-30 11:39:42,2.0,,,,
000429.XSHE,2011-07-04,兴业证券,,,2,1,2024-07-15 17:48:09,2011-07-06 14:56:28,2.0,,,,
000429.XSHE,2011-07-05,中信证券,,,2,1,2024-07-15 17:48:00,2011-07-06 14:56:28,2.0,,,,
000429.XSHE,2011-07-24,兴业证券,,,3,1,2024-07-15 17:47:49,2011-07-25 11:39:26,3.0,,,,
000429.XSHE,2011-08-02,中信证券,,,2,1,2024-07-15 17:47:28,2011-08-02 17:42:20,2.0,,,,
000429.XSHE,2011-08-11,上海证券,,,3,1,2024-07-15 17:47:47,2011-08-11 17:44:47,3.0,,,,
000429.XSHE,2011-09-01,中信证券,,,2,1,2024-07-15 17:49:11,2011-09-01 20:34:21,2.0,,,,
000429.XSHE,2011-09-13,兴业证券,,,2,1,2024-07-15 17:49:20,2011-09-13 15:08:18,2.0,,,,
000429.XSHE,2011-10-10,爱建证券,,,3,1,2024-07-15 17:45:57,2011-10-11 11:42:33,3.0,,,,
000429.XSHE,2011-12-02,西南证券,,,3,1,2024-07-15 17:47:51,2011-12-13 17:00:31,3.0,,,,
000429.XSHE,2011-12-21,兴业证券,,,2,1,2024-07-15 17:48:29,2011-12-26 17:35:17,2.0,,,,
000429.XSHE,2012-02-01,兴业证券,,,2,1,2024-07-15 17:47:15,2012-02-02 20:37:39,2.0,,,,
000429.XSHE,2012-04-13,兴业证券,,,2,1,2024-07-15 17:49:08,2012-04-17 20:32:51,2.0,,,,
000429.XSHE,2012-06-01,兴业证券,,,2,1,2024-07-15 17:48:16,2012-06-01 17:52:47,2.0,,,,
