order_book_id,date,open,total_turnover,prev_close,volume,low,close,high
VX0007.RI,2023-06-05,21.372801712269872,0.0,,0.0,21.372801712269872,21.372801712269872,21.372801712269872
VX0007.RI,2023-06-06,23.789274651017674,0.0,,0.0,23.789274651017674,23.789274651017674,23.789274651017674
VX0007.RI,2023-06-07,23.81576474095667,0.0,,0.0,23.81576474095667,23.81576474095667,23.81576474095667
VX0007.RI,2023-06-08,24.4260311565281,0.0,,0.0,24.4260311565281,24.4260311565281,24.4260311565281
VX0007.RI,2023-06-09,22.992619527779333,0.0,,0.0,22.992619527779333,22.992619527779333,22.992619527779333
VX0007.RI,2023-06-12,23.329715191995884,0.0,,0.0,23.329715191995884,23.329715191995884,23.329715191995884
VX0007.RI,2023-06-13,22.704549807179998,0.0,,0.0,22.704549807179998,22.704549807179998,22.704549807179998
VX0007.RI,2023-06-14,23.28117753019942,0.0,,0.0,23.28117753019942,23.28117753019942,23.28117753019942
VX0007.RI,2023-06-15,23.86605811604724,0.0,,0.0,23.86605811604724,23.86605811604724,23.86605811604724
VX0007.RI,2023-06-16,23.463800649731922,0.0,,0.0,23.463800649731922,23.463800649731922,23.463800649731922
VX0007.RI,2023-06-19,23.27794369360854,0.0,,0.0,23.27794369360854,23.27794369360854,23.27794369360854
VX0007.RI,2023-06-20,22.814919225500063,0.0,,0.0,22.814919225500063,22.814919225500063,22.814919225500063
VX0007.RI,2023-06-21,25.29335447710384,0.0,,0.0,25.29335447710384,25.29335447710384,25.29335447710384
VX0007.RI,2023-06-26,26.624371024753863,0.0,,0.0,26.624371024753863,26.624371024753863,26.624371024753863
VX0007.RI,2023-06-27,25.536901419081047,0.0,,0.0,25.536901419081047,25.536901419081047,25.536901419081047
VX0007.RI,2023-06-28,25.415554689601834,0.0,,0.0,25.415554689601834,25.415554689601834,25.415554689601834
VX0007.RI,2023-06-29,24.065059958763122,0.0,,0.0,24.065059958763122,24.065059958763122,24.065059958763122
VX0007.RI,2023-06-30,23.613551303955845,0.0,,0.0,23.613551303955845,23.613551303955845,23.613551303955845
VX0007.RI,2023-07-03,24.29170893664219,0.0,,0.0,24.29170893664219,24.29170893664219,24.29170893664219
VX0007.RI,2023-07-04,23.292981473336578,0.0,,0.0,23.292981473336578,23.292981473336578,23.292981473336578
VX0007.RI,2023-07-05,22.849137105278125,0.0,,0.0,22.849137105278125,22.849137105278125,22.849137105278125
VX0007.RI,2023-07-06,22.765598222836864,0.0,,0.0,22.765598222836864,22.765598222836864,22.765598222836864
VX0007.RI,2023-07-07,22.679704756301806,0.0,,0.0,22.679704756301806,22.679704756301806,22.679704756301806
VX0007.RI,2023-07-10,22.6170250818502,0.0,,0.0,22.6170250818502,22.6170250818502,22.6170250818502
VX0007.RI,2023-07-11,22.160617556216454,0.0,,0.0,22.160617556216454,22.160617556216454,22.160617556216454
VX0007.RI,2023-07-12,22.421181859985875,0.0,,0.0,22.421181859985875,22.421181859985875,22.421181859985875
VX0007.RI,2023-07-13,22.096148899935564,0.0,,0.0,22.096148899935564,22.096148899935564,22.096148899935564
VX0007.RI,2023-07-14,21.78163625331389,0.0,,0.0,21.78163625331389,21.78163625331389,21.78163625331389
VX0007.RI,2023-07-17,21.87326054489666,0.0,,0.0,21.87326054489666,21.87326054489666,21.87326054489666
VX0007.RI,2023-07-18,21.1837186125643,0.0,,0.0,21.1837186125643,21.1837186125643,21.1837186125643
VX0007.RI,2023-07-19,21.40635651292475,0.0,,0.0,21.40635651292475,21.40635651292475,21.40635651292475
VX0007.RI,2023-07-20,22.291768394754772,0.0,,0.0,22.291768394754772,22.291768394754772,22.291768394754772
