order_book_id,date,report_year_t,rice_create_tm,create_tm,comp_operating_revenue_t,comp_con_operating_revenue_t1,comp_con_operating_revenue_t2,comp_con_operating_revenue_t3,comp_con_operating_revenue_ftm,comp_net_profit_t,comp_con_net_profit_t1,comp_con_net_profit_t2,comp_con_net_profit_t3,comp_con_net_profit_ftm,comp_eps_t,comp_con_eps_t1,comp_con_eps_t2,comp_con_eps_t3,comp_net_asset_t,comp_con_net_asset_t1,comp_con_net_asset_t2,comp_con_net_asset_t3,comp_con_net_asset_ftm,comp_cash_flow_t,comp_con_cash_flow_t1,comp_con_cash_flow_t2,comp_con_cash_flow_t3,comp_con_cash_flow_ftm,comp_roe_t,comp_con_roe_t1,comp_con_roe_t2,comp_con_roe_t3,comp_con_roe_ftm,comp_pe_t,comp_con_pe_t1,comp_con_pe_t2,comp_con_pe_t3,comp_con_pe_ftm,comp_ps_t,comp_con_ps_t1,comp_con_ps_t2,comp_con_ps_t3,comp_con_ps_ftm,comp_pb_t,comp_con_pb_t1,comp_con_pb_t2,comp_con_pb_t3,comp_con_pb_ftm,comp_peg,comp_operating_revenue_growth_ratio_t,comp_con_operating_revenue_growth_ratio_t1,comp_con_operating_revenue_growth_ratio_t2,comp_con_operating_revenue_growth_ratio_t3,comp_con_operating_revenue_growth_ratio_ftm,comp_net_profit_growth_ratio_t,comp_con_net_profit_growth_ratio_t1,comp_con_net_profit_growth_ratio_t2,comp_con_net_profit_growth_ratio_t3,comp_con_net_profit_growth_ratio_ftm,con_grd_coef,con_targ_price,comp_con_eps_ftm,ty_profit_t1,ty_profit_t2,ty_profit_t3,ty_profit_ftm,ty_eps_t1,ty_eps_t2,ty_eps_t3,ty_eps_ftm
300866.XSHE,2020-08-05,2019,2020-08-05 15:51:08,2020-08-05 15:51:08,6654738184.93,8327000000.0,11017000000.0,14010000000.0,10120333333.3333,721080402.18,813000000.0,1092000000.0,1412000000.0,999000000.0,1.3647,1.5387,2.0667,2.6724,1964086143.72,3946000000.0,4835000000.0,6044000000.0,4538666666.6667,383415813.34,668000000.0,849000000.0,1054000000.0,788666666.6667,0.4359,0.206,0.2259,0.2336,0.2201,,,,,,,,,,,,,,,,,0.2719,0.2513,0.323,0.2717,0.3026,0.6885,0.1275,0.3432,0.293,0.2769,,,1.8907,813000000.0,1092000000.0,1412000000.0,999000000.0,1.5387,2.0667,2.6724,1.8907
300866.XSHE,2020-08-06,2019,2020-08-06 15:49:39,2020-08-06 15:49:39,6654738184.93,8327000000.0,11017000000.0,14010000000.0,10120333333.3333,721080402.18,813000000.0,1092000000.0,1412000000.0,999000000.0,1.3647,1.5387,2.0667,2.6724,1964086143.72,3946000000.0,4835000000.0,6044000000.0,4538666666.6667,383415813.34,668000000.0,849000000.0,1054000000.0,788666666.6667,0.4359,0.206,0.2259,0.2336,0.2201,,,,,,,,,,,,,,,,,0.2719,0.2513,0.323,0.2717,0.3026,0.6885,0.1275,0.3432,0.293,0.2769,,,1.8907,813000000.0,1092000000.0,1412000000.0,999000000.0,1.5387,2.0667,2.6724,1.8907
300866.XSHE,2020-08-07,2019,2020-08-07 15:55:45,2020-08-07 15:55:45,6654738184.93,8327000000.0,11017000000.0,14010000000.0,10120333333.3333,721080402.18,813000000.0,1092000000.0,1412000000.0,999000000.0,1.3647,1.5387,2.0667,2.6724,1964086143.72,3946000000.0,4835000000.0,6044000000.0,4538666666.6667,383415813.34,668000000.0,849000000.0,1054000000.0,788666666.6667,0.4359,0.206,0.2259,0.2336,0.2201,,,,,,,,,,,,,,,,,0.2719,0.2513,0.323,0.2717,0.3026,0.6885,0.1275,0.3432,0.293,0.2769,,,1.8907,813000000.0,1092000000.0,1412000000.0,999000000.0,1.5387,2.0667,2.6724,1.8907
300866.XSHE,2020-08-10,2019,2020-08-10 16:04:51,2020-08-10 16:04:51,6654738184.93,8327000000.0,11017000000.0,14010000000.0,10120333333.3333,721080402.18,813000000.0,1092000000.0,1412000000.0,999000000.0,1.3647,1.5387,2.0667,2.6724,1964086143.72,3946000000.0,4835000000.0,6044000000.0,4538666666.6667,383415813.34,668000000.0,849000000.0,1054000000.0,788666666.6667,0.4359,0.206,0.2259,0.2336,0.2201,,,,,,,,,,,,,,,,,0.2719,0.2513,0.323,0.2717,0.3026,0.6885,0.1275,0.3432,0.293,0.2769,,,1.8907,813000000.0,1092000000.0,1412000000.0,999000000.0,1.5387,2.0667,2.6724,1.8907
300866.XSHE,2020-08-11,2019,2020-08-11 15:49:42,2020-08-11 15:49:42,6654738184.93,8327000000.0,11017000000.0,14010000000.0,10120333333.3333,721080402.18,813000000.0,1092000000.0,1412000000.0,999000000.0,1.3647,1.5387,2.0667,2.6724,1964086143.72,3946000000.0,4835000000.0,6044000000.0,4538666666.6667,383415813.34,668000000.0,849000000.0,1054000000.0,788666666.6667,0.4359,0.206,0.2259,0.2336,0.2201,,,,,,,,,,,,,,,,,0.2719,0.2513,0.323,0.2717,0.3026,0.6885,0.1275,0.3432,0.293,0.2769,,,1.8907,813000000.0,1092000000.0,1412000000.0,999000000.0,1.5387,2.0667,2.6724,1.8907
300866.XSHE,2020-08-12,2019,2020-08-12 15:50:58,2020-08-12 15:50:58,6654738184.93,8243500000.0,10498500000.0,13210500000.0,9746833333.3333,721080402.18,819000000.0,1073000000.0,1347500000.0,988333333.3333,1.3647,1.5501,2.0308,2.5503,1964086143.72,4727000000.0,5699000000.0,6945000000.0,5375000000.0,383415813.34,646000000.0,806000000.0,1006000000.0,752666666.6667,0.4359,0.1733,0.1883,0.194,0.1839,,,,,,,,,,,,,,,,,0.2719,0.2387,0.2735,0.2583,0.2635,0.6885,0.1358,0.3101,0.2558,0.2568,,,1.8706,818559072.7964,1074396269.478,1352239967.4383,989117203.9175,1.5492,2.0334,2.5592,1.872
300866.XSHE,2020-08-13,2019,2020-08-13 15:53:13,2020-08-13 15:53:13,6654738184.93,8243500000.0,10498500000.0,13210500000.0,9746833333.3333,721080402.18,819000000.0,1073000000.0,1347500000.0,988333333.3333,1.3647,1.5501,2.0308,2.5503,1964086143.72,4727000000.0,5699000000.0,6945000000.0,5375000000.0,383415813.34,646000000.0,806000000.0,1006000000.0,752666666.6667,0.4359,0.1733,0.1883,0.194,0.1839,,,,,,,,,,,,,,,,,0.2719,0.2387,0.2735,0.2583,0.2635,0.6885,0.1358,0.3101,0.2558,0.2568,,,1.8706,818560968.7795,1074390265.5316,1352219585.6205,989113833.2809,1.5492,2.0334,2.5592,1.872
300866.XSHE,2020-08-14,2019,2020-08-14 15:51:59,2020-08-14 15:51:59,6654738184.93,8243500000.0,10498500000.0,13210500000.0,9746833333.3333,721080402.18,819000000.0,1073000000.0,1347500000.0,988333333.3333,1.3647,1.5501,2.0308,2.5503,1964086143.72,4727000000.0,5699000000.0,6945000000.0,5375000000.0,383415813.34,646000000.0,806000000.0,1006000000.0,752666666.6667,0.4359,0.1733,0.1883,0.194,0.1839,,,,,,,,,,,,,,,,,0.2719,0.2387,0.2735,0.2583,0.2635,0.6885,0.1358,0.3101,0.2558,0.2568,1.0,,1.8706,818562901.5321,1074384145.1483,1352198808.5298,989110397.2762,1.5492,2.0334,2.5591,1.872
300866.XSHE,2020-08-17,2019,2020-08-17 15:49:57,2020-08-17 15:49:57,6654738184.93,8573500000.0,10875600000.0,13497766666.6667,10108233333.3333,721080402.18,859333333.3333,1104466666.6667,1373933333.3333,1022755555.5556,1.3647,1.6264,2.0903,2.6003,1964086143.72,4963133333.3333,6000233333.3333,7306533333.3333,5654533333.3333,383415813.34,684233333.3333,734766666.6667,1158933333.3333,717922222.2222,0.4359,0.1731,0.1841,0.188,0.1809,,,,,,,,,,,,,,,,,0.2719,0.2883,0.2685,0.2411,0.2741,0.6885,0.1917,0.2853,0.244,0.2576,1.0,,1.9357,859070491.0562,1105395499.2841,1377037745.3945,1023287163.2081,1.6259,2.0921,2.6062,1.9367
300866.XSHE,2020-08-18,2019,2020-08-18 15:47:51,2020-08-18 15:47:51,6654738184.93,8573500000.0,10875600000.0,13497766666.6667,10108233333.3333,721080402.18,859333333.3333,1104466666.6667,1373933333.3333,1022755555.5556,1.3647,1.6264,2.0903,2.6003,1964086143.72,4963133333.3333,6000233333.3333,7306533333.3333,5654533333.3333,383415813.34,684233333.3333,734766666.6667,1158933333.3333,717922222.2222,0.4359,0.1731,0.1841,0.188,0.1809,,,,,,,,,,,,,,,,,0.2719,0.2883,0.2685,0.2411,0.2741,0.6885,0.1917,0.2853,0.244,0.2576,1.0,,1.9357,859089402.8048,1105404508.9159,1377033538.977,1023299473.5455,1.6259,2.0921,2.6061,1.9367
300866.XSHE,2020-08-19,2019,2020-08-19 15:49:44,2020-08-19 15:49:44,6654738184.93,8573500000.0,10875600000.0,13497766666.6667,10108233333.3333,721080402.18,859333333.3333,1104466666.6667,1373933333.3333,1022755555.5556,1.3647,1.6264,2.0903,2.6003,1964086143.72,4963133333.3333,6000233333.3333,7306533333.3333,5654533333.3333,383415813.34,684233333.3333,734766666.6667,1158933333.3333,717922222.2222,0.4359,0.1731,0.1841,0.188,0.1809,,,,,,,,,,,,,,,,,0.2719,0.2883,0.2685,0.2411,0.2741,0.6885,0.1917,0.2853,0.244,0.2576,1.0,,1.9357,859108633.5471,1105413653.6984,1377029213.0044,1023311980.3146,1.6259,2.0921,2.6061,1.9367
300866.XSHE,2020-08-20,2019,2020-08-20 15:52:17,2020-08-20 15:52:17,6654738184.93,8573500000.0,10875600000.0,13497766666.6667,10108233333.3333,721080402.18,859333333.3333,1104466666.6667,1373933333.3333,1022755555.5556,1.3647,1.6264,2.0903,2.6003,1964086143.72,4963133333.3333,6000233333.3333,7306533333.3333,5654533333.3333,383415813.34,684233333.3333,734766666.6667,1158933333.3333,717922222.2222,0.4359,0.1731,0.1841,0.188,0.1809,,,,,,,,,,,,,,,,,0.2719,0.2883,0.2685,0.2411,0.2741,0.6885,0.1917,0.2853,0.244,0.2576,1.0,,1.9357,859128284.9695,1105422992.3596,1377024774.5783,1023324756.5629,1.626,2.0921,2.6061,1.9368
