order_book_id,date,report_year,report_period,info_classification,institute,info_summary,report_date,title,author,est_profit,report_date_last,title_last,est_profit_last,info_date,report_type,forecast_profit_max,forecast_profit_min,profit,profit_q,forecast_profit_growth_limit,profit_growth,forcast_profit_growth_limit_q,profit_growth_q,fin_report_date_last,fin_report_type_last,forecast_profit_max_last,forecast_profit_min_last,profit_last,con_calc_date,con_profit,con_calc_date_last,con_profit_last,con_profit_q_last,con_profit_gr_last,con_profit_gr_q_last,expect_rate,rice_create_tm,create_tm
300866.XSHE,2020-10-29,2020,q3,2501,,2020-10-29发布的财报净利润同比增速低于一致预期2020同比增速,,,,,,,,2020-10-29,financial_reports,,,532781060.1600,,,0.1568,,,,,,,,,,2020-10-28,856204497.6653,,0.1874,,-0.0306,2021-04-12 11:01:49,2021-04-12 11:01:49
300866.XSHE,2021-03-31,2020,q4,2405,,2021-03-31发布的财报中，4季度净利润增速低于机构的一致预期,,,,,,,,2021-03-31,financial_reports,,,,323151769.9500,,,,0.2404,,,,,,,,2021-03-30,,348566061.4936,,,-0.0729,2021-04-12 11:01:49,2021-04-12 11:01:49
300866.XSHE,2021-03-31,2020,q4,2503,,2021-03-31发布的财报净利润同比增速低于2020一致预期同比增速,,,,,,,,2021-03-31,financial_reports,,,,323151769.9500,,,,0.2404,,,,,,,,2021-03-30,,348566061.4936,,0.3380,-0.0976,2021-04-12 11:01:49,2021-04-12 11:01:49
300866.XSHE,2021-03-31,2021,q4,2102,东吴证券,"东吴证券2021-03-31发布的报告下调了该股盈利预测,分析师：吴劲草,张良卫,周良玖 等",2021-03-31,安克创新：全年收入+40.5% 智能创新产品收入倍增,"吴劲草,张良卫,周良玖 等",1180000000.0000,2020-12-26,安克创新：小米取消充电头附件 或利好安克布局国内市场,1304000000.0000,,,,,,,,,,,,,,,,,,,,,,,-0.0951,2021-04-12 11:01:49,2021-04-12 11:01:49
300866.XSHE,2021-03-31,2021,q4,2302,东吴证券,东吴证券2021-03-31发布的报告研报摘要中含有超预期信息,2021-03-31,安克创新：全年收入+40.5% 智能创新产品收入倍增,"吴劲草,张良卫,周良玖 等",1180000000.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-04-12 11:01:49,2021-04-12 11:01:49
300866.XSHE,2021-04-01,2021,q4,2101,华泰证券,"华泰证券2021-04-01发布的报告下调了该股盈利预测,分析师：林寰宇",2021-04-01,安克创新：全年业绩高增长 创新业务表现靓丽,林寰宇,1345000000.0000,2020-12-14,安克创新：龙头出海乘风破浪 营收持续高增,1417000000.0000,,,,,,,,,,,,,,,,,,,,,,,-0.0508,2021-04-12 11:01:49,2021-04-12 11:01:49
300866.XSHE,2021-04-01,2021,q4,2102,长江证券,"长江证券2021-04-01发布的报告下调了该股盈利预测,分析师：李锦,陈亮,罗祎",2021-04-01,安克创新：创新品类高增长 经营业绩表现优秀,"李锦,陈亮,罗祎",1220000000.0000,2021-01-23,安克创新：精耕细作铸就出海领导品牌,1242000000.0000,,,,,,,,,,,,,,,,,,,,,,,-0.0177,2021-04-12 11:01:49,2021-04-12 11:01:49
300866.XSHE,2021-04-02,2021,q4,2101,西部证券,"西部证券2021-04-02发布的报告下调了该股盈利预测,分析师：刘菲",2021-04-02,安克创新：收入高速增长 新品类占比提升,刘菲,1173000000.0000,2020-12-18,安克创新：数据和智能教科书式运用,1369000000.0000,,,,,,,,,,,,,,,,,,,,,,,-0.1432,2021-04-12 11:01:49,2021-04-12 11:01:49
300866.XSHE,2021-04-29,2021,q4,2101,国盛证券,"国盛证券2021-04-29发布的报告下调了该股盈利预测,分析师：杜玥莹",2021-04-29,安克创新：收入增速超预期 毛利率同比提升 不断夯实品牌力,杜玥莹,1324000000.0000,2021-03-31,安克创新：业绩符合预期 品类渠道拓张进行时,1346000000.0000,,,,,,,,,,,,,,,,,,,,,,,-0.0163,2021-04-29 12:42:55,2021-04-29 12:42:55
300866.XSHE,2021-08-19,2021,q4,2101,兴业证券,"兴业证券2021-08-19发布的报告下调了该股盈利预测,分析师：谢恒,姚丹丹,金秋",2021-08-19,安克创新：多品类产品齐增长 平台化公司显雏形,"谢恒,姚丹丹,金秋",1260000000.0000,2021-03-31,安克创新：非充电类快速增长 平台化战略进入新阶段,1279000000.0000,,,,,,,,,,,,,,,,,,,,,,,-0.0149,2021-08-20 12:00:54,2021-08-20 12:00:54
