order_book_id,date,fiscal_year,report_period,report_range,profit_chg_1w,profit_chg_1w_rank,profit_chg_1w_sco,profit_chg_2w,profit_chg_2w_rank,profit_chg_2w_sco,profit_chg_1m,profit_chg_1m_rank,profit_chg_1m_sco,profit_chg_2m,profit_chg_2m_rank,profit_chg_2m_sco,profit_chg_3m,profit_chg_3m_rank,profit_chg_3m_sco,op_reven_chg_1w,op_reven_chg_1w_rank,op_reven_chg_1w_sco,op_reven_chg_2w,op_reven_chg_2w_rank,op_reven_chg_2w_sco,op_reven_chg_1m,op_reven_chg_1m_rank,op_reven_chg_1m_sco,op_reven_chg_2m,op_reven_chg_2m_rank,op_reven_chg_2m_sco,op_reven_chg_3m,op_reven_chg_3m_rank,op_reven_chg_3m_sco,ty_est_dev,ty_est_dev_rank,ty_est_dev_sco,est_em_bic_sco,est_em_non_bic_sco,grd_em_1m,grd_em_1m_rank,grd_em_1m_sco,grd_em_2m,grd_em_2m_rank,grd_em_2m_sco,grd_em_3m,grd_em_3m_rank,grd_em_3m_sco,targ_price_space,targ_price_space_rank,targ_price_space_sco,grd_em_sco,ana_em_bic_sco,ana_em_non_bic_sco
000623.XSHE,2023-07-21,2023,q4,1,0.0,542,81.2153,,2858,,,2816,,,2714,,,2480,,0.0,386,85.8195,,2688,,,2650,,,2542,,,2129,,0.0,968.0,66.6896,,,,2261,,,2190,,,2075,,0.2896,1110,52.7683,,,
000623.XSHE,2023-07-21,2023,q4,3,0.0,516,81.815,,2812,,,2771,,,2673,,,2439,,0.0,357,86.6617,,2642,,,2608,,,2504,,,2090,,0.0,934.0,67.2632,,,,2205,,,2134,,,2008,,0.2896,1114,51.5455,,,
000623.XSHE,2023-07-21,2024,q4,1,0.0,541,81.0991,,2835,,,2791,,,2683,,,2389,,0.0,394,85.5249,,2688,,,2648,,,2537,,,2107,,0.0,974.0,66.2621,,,,2258,,,2186,,,2071,,0.2896,1109,52.7304,,,
000623.XSHE,2023-07-21,2024,q4,3,0.0,525,81.3457,,2788,,,2746,,,2643,,,2349,,0.0,372,86.0997,,2642,,,2606,,,2499,,,2068,,0.0,960.0,66.125,,,,2204,,,2130,,,2004,,0.2896,1113,51.5046,,,
000623.XSHE,2023-07-21,2025,q4,1,0.0,476,82.4917,,2685,,,2639,,,2507,,,1362,,0.0,390,85.3484,,2627,,,2582,,,2453,,,1318,,0.0,1056.0,61.5104,,,,2191,,,2123,,,2008,,0.2896,1075,52.7289,,,
000623.XSHE,2023-07-21,2025,q4,3,0.0,452,83.096,,2642,,,2598,,,2471,,,1304,,0.0,384,85.32,,2584,,,2542,,,2418,,,1262,,0.0,1029.0,61.7844,,,,2141,,,2073,,,1945,,0.2896,1084,51.304,,,
000623.XSHE,2023-07-24,2023,q4,1,0.0,581,79.6919,,2834,,,2789,,,2701,,,2464,,0.0,410,84.7559,,2659,,,2617,,,2526,,,2121,,0.0,985.0,65.7977,,,,2238,,,2180,,,2063,,0.2802,1216,47.8317,,,
000623.XSHE,2023-07-24,2023,q4,3,0.0,579,79.4013,,2788,,,2745,,,2656,,,2426,,0.0,420,84.1047,,2612,,,2574,,,2481,,,2074,,0.0,958.0,66.1359,,,,2191,,,2137,,,1996,,0.2802,1188,48.1206,,,
000623.XSHE,2023-07-24,2024,q4,1,0.0,563,80.1764,,2813,,,2766,,,2672,,,2378,,0.0,431,83.9851,,2661,,,2617,,,2523,,,2102,,0.0,997.0,65.1748,,,,2234,,,2175,,,2058,,0.2802,1213,47.8485,,,
000623.XSHE,2023-07-24,2024,q4,3,0.0,577,79.3178,,2767,,,2722,,,2628,,,2341,,0.0,430,83.7377,,2614,,,2574,,,2478,,,2054,,0.0,964.0,65.7173,,,,2189,,,2132,,,1991,,0.2802,1186,48.0946,,,
