order_book_id,date,fiscal_year,report_period,report_range,profit_chg_1w,profit_chg_1w_rank,profit_chg_1w_sco,profit_chg_2w,profit_chg_2w_rank,profit_chg_2w_sco,profit_chg_1m,profit_chg_1m_rank,profit_chg_1m_sco,profit_chg_2m,profit_chg_2m_rank,profit_chg_2m_sco,profit_chg_3m,profit_chg_3m_rank,profit_chg_3m_sco,op_reven_chg_1w,op_reven_chg_1w_rank,op_reven_chg_1w_sco,op_reven_chg_2w,op_reven_chg_2w_rank,op_reven_chg_2w_sco,op_reven_chg_1m,op_reven_chg_1m_rank,op_reven_chg_1m_sco,op_reven_chg_2m,op_reven_chg_2m_rank,op_reven_chg_2m_sco,op_reven_chg_3m,op_reven_chg_3m_rank,op_reven_chg_3m_sco,ty_est_dev,ty_est_dev_rank,ty_est_dev_sco,est_em_bic_sco,est_em_non_bic_sco,grd_em_1m,grd_em_1m_rank,grd_em_1m_sco,grd_em_2m,grd_em_2m_rank,grd_em_2m_sco,grd_em_3m,grd_em_3m_rank,grd_em_3m_sco,targ_price_space,targ_price_space_rank,targ_price_space_sco,grd_em_sco,ana_em_bic_sco,ana_em_non_bic_sco
000426.XSHE,2016-01-04,2015,q4,1,0.0,375,81.7294,0.0,465,77.109,-0.0093,1606,19.225,-0.0093,1292,31.0731,-0.0336,1060,43.3084,0.0,119,93.0913,0.0,207,87.6794,0.0,345,78.7916,0.0,474,68.4667,-0.1413,1302,10.1519,-0.0035,1485.0,31.0729,47.9392,43.015,,1771,,,1654,,,1645,,,1853,,,,
000426.XSHE,2016-01-04,2015,q4,3,0.0,331,83.8788,0.0,433,78.6667,-0.0093,1598,19.506,-0.0093,1283,31.5171,-0.0336,1058,43.3548,0.0,108,93.7096,0.0,199,88.1437,0.0,344,78.7485,0.0,473,68.407,-0.1413,1299,10.1108,-0.0035,1480.0,31.2732,48.5757,43.7636,,1766,,,1650,,,1641,,,1851,,,,
000426.XSHE,2016-01-04,2016,q4,1,0.0,484,77.0,0.0,581,72.0751,0.0216,256,87.4446,0.0216,355,81.524,,1910,,0.0,125,92.7739,0.0,232,86.25,0.0,409,74.954,0.0,556,63.1719,,1450,,-0.0212,1629.0,23.5322,,,,1817,,,1700,,,1691,,,1902,,,,
000426.XSHE,2016-01-04,2016,q4,3,0.0,423,79.8856,0.0,541,73.9759,0.0216,242,88.0988,0.0216,353,81.5996,,1908,,0.0,121,92.9783,0.0,224,86.7104,0.0,405,75.0617,0.0,553,63.2,,1445,,-0.0212,1628.0,23.4353,,,,1811,,,1695,,,1685,,,1899,,,,
000426.XSHE,2016-01-04,2017,q4,1,0.0,346,81.8325,0.0,433,76.9231,0.0,638,64.8455,0.0,703,58.4861,,1639,,0.0,123,92.561,0.0,230,85.7143,0.0,402,74.1624,0.0,545,61.744,,1354,,0.0,635.0,67.2859,,,,1695,,,1589,,,1573,,,1761,,,,
000426.XSHE,2016-01-04,2017,q4,3,0.0,295,84.4855,0.0,397,78.7895,0.0,624,65.4465,0.0,698,58.5119,,1632,,0.0,116,92.9577,0.0,222,86.1789,0.0,401,74.0765,0.0,545,61.5004,,1347,,0.0,649.0,66.4075,,,,1690,,,1585,,,1569,,,1759,,,,
000426.XSHE,2016-01-05,2015,q4,1,0.0,352,82.9197,0.0,438,78.5363,-0.0093,1595,19.7382,-0.0093,1297,30.9536,-0.0336,1063,43.1478,0.0,104,94.0186,0.0,193,88.585,0.0,351,78.4084,0.0,479,68.2392,-0.1413,1300,10.2281,-0.0036,1414.0,32.0019,48.3964,43.5216,,1771,,,1661,,,1648,,,1860,,,,
000426.XSHE,2016-01-05,2015,q4,3,0.0,372,81.9113,0.0,441,78.3358,-0.0093,1594,19.6672,-0.0093,1295,30.9867,-0.0336,1059,43.3012,0.0,106,93.8776,0.0,196,88.3513,0.0,348,78.4873,0.0,476,68.2062,-0.1413,1300,10.1038,-0.0036,1409.0,32.1446,48.2687,43.3846,,1766,,,1653,,,1643,,,1854,,,,
000426.XSHE,2016-01-05,2016,q4,1,0.0,454,78.5308,0.0,574,72.5443,0.0216,256,87.4446,0.0216,358,81.4256,,1911,,0.0,111,93.6416,0.0,218,87.1598,0.0,415,74.57,0.0,556,63.2937,,1449,,-0.0212,1642.0,23.03,,,,1819,,,1708,,,1695,,,1911,,,,
000426.XSHE,2016-01-05,2016,q4,3,0.0,453,78.5069,0.0,557,73.2821,0.0216,254,87.5062,0.0216,363,81.1065,,1909,,0.0,112,93.5577,0.0,223,86.8014,0.0,416,74.3669,0.0,557,62.9333,,1446,,-0.0212,1641.0,22.9323,,,,1814,,,1699,,,1689,,,1905,,,,
