order_book_id,date,report_year,report_period,info_classification,institute,info_summary,report_date,title,author,est_profit,report_date_last,title_last,est_profit_last,info_date,report_type,forecast_profit_max,forecast_profit_min,profit,profit_q,forecast_profit_growth_limit,profit_growth,forcast_profit_growth_limit_q,profit_growth_q,fin_report_date_last,fin_report_type_last,forecast_profit_max_last,forecast_profit_min_last,profit_last,con_calc_date,con_profit,con_calc_date_last,con_profit_last,con_profit_q_last,con_profit_gr_last,con_profit_gr_q_last,expect_rate,rice_create_tm,create_tm
000426.XSHE,2012-04-12,2012,q1,1502,,2012-04-12发布的业绩预告同比增速超出一致预期2012同比增速,,,,,,,,2012-04-12,performance_forecast,12000000.0000,8000000.0000,,,2.2242,,,,,,,,,,,2012-04-11,299960705.1100,,0.6007,,1.6235,2021-04-12 11:01:47,2021-04-12 11:01:47
000426.XSHE,2012-04-25,2012,q1,1501,,2012-04-25发布的财报净利润同比增速超出一致预期2012同比增速,,,,,,,,2012-04-25,financial_reports,,,11639729.2300,,,2.7812,,,,,,,,,,2012-04-24,309745047.4180,,0.6529,,2.1283,2021-04-12 11:01:47,2021-04-12 11:01:47
000426.XSHE,2012-04-25,2012,q2,1502,,2012-04-25发布的业绩预告同比增速超出一致预期2012同比增速,,,,,,,,2012-04-25,performance_forecast,120000000.0000,80000000.0000,,,4.8041,,,,,,,,,,,2012-04-24,309745047.4180,,0.6529,,4.1512,2021-04-12 11:01:47,2021-04-12 11:01:47
000426.XSHE,2012-08-22,2012,q2,1501,,2012-08-22发布的财报净利润同比增速超出一致预期2012同比增速,,,,,,,,2012-08-22,financial_reports,,,94743099.5200,,,5.5051,,,,,,,,,,2012-08-21,271683830.7485,,0.4498,,5.0554,2021-04-12 11:01:47,2021-04-12 11:01:47
000426.XSHE,2012-08-22,2012,q3,1502,,2012-08-22发布的业绩预告同比增速超出一致预期2012同比增速,,,,,,,,2012-08-22,performance_forecast,150000000.0000,110000000.0000,,,3.5144,,,,,,,,,,,2012-08-21,271683830.7485,,0.4498,,3.0646,2021-04-12 11:01:47,2021-04-12 11:01:47
000426.XSHE,2012-10-31,2012,q3,1501,,2012-10-31发布的财报净利润同比增速超出一致预期2012同比增速,,,,,,,,2012-10-31,financial_reports,,,126758404.7500,,,3.8975,,,,,,,,,,2012-10-30,240284654.1247,,0.2822,,3.6153,2021-04-12 11:01:47,2021-04-12 11:01:47
000426.XSHE,2013-07-02,2013,q4,1102,广发证券,"广发证券2013-07-02发布的报告上调了该股盈利预测,分析师：巨国贤,吴怡平",2013-07-02,2013年有色金属行业中期策略：成长的洗礼,"巨国贤,吴怡平",160230000.0000,2013-06-17,兴业矿业：拟引入西北矿业 募10亿补充流动资金,160000000.0000,,,,,,,,,,,,,,,,,,,,,,,0.0014,2021-04-12 11:01:47,2021-04-12 11:01:47
000426.XSHE,2014-03-29,2014,q1,1502,,2014-03-29发布的业绩预告同比增速超出一致预期2014同比增速,,,,,,,,2014-03-29,performance_forecast,130000000.0000,90000000.0000,,,7.3568,,,,,,,,,,,2014-03-28,131327796.1600,,0.9374,,6.4193,2021-04-12 11:01:47,2021-04-12 11:01:47
000426.XSHE,2014-03-29,2014,q1,1504,,2014-03-29发布的业绩预告同比增速超出2014一致预期同比增速,,,,,,,,2014-03-29,performance_forecast,130000000.0000,90000000.0000,,,,,7.3568,,,,,,,,,2014-03-28,,20865269.1867,,0.9374,6.4194,2021-04-12 11:01:47,2021-04-12 11:01:47
000426.XSHE,2014-04-03,2014,q4,1101,信达证券,"信达证券2014-04-03发布的报告上调了该股盈利预测,分析师：范海波,吴漪,丁士涛 等",2014-04-03,兴业矿业：2013年业绩低于预期 未来成长看金属价格,"范海波,吴漪,丁士涛 等",129700000.0000,2013-10-29,兴业矿业：行业景气度低迷 冶炼项目持续亏损,128390000.0000,,,,,,,,,,,,,,,,,,,,,,,0.0102,2021-04-12 11:01:47,2021-04-12 11:01:47
000426.XSHE,2014-04-30,2014,q1,1405,,2014-04-30发布的财报中，1季度净利润增速超出机构的一致预期,,,,,,,,2014-04-30,financial_reports,,,,116120476.3000,,,,9.7821,,,,,,,,2014-04-29,,20736032.4621,,,4.5999,2021-04-12 11:01:47,2021-04-12 11:01:47
000426.XSHE,2014-04-30,2014,q1,1501,,2014-04-30发布的财报净利润同比增速超出一致预期2014同比增速,,,,,,,,2014-04-30,financial_reports,,,116120476.3000,,,9.7821,,,,,,,,,,2014-04-29,130513898.0800,,0.9254,,8.8567,2021-04-12 11:01:47,2021-04-12 11:01:47
000426.XSHE,2014-04-30,2014,q1,1503,,2014-04-30发布的财报净利润同比增速超出2014一致预期同比增速,,,,,,,,2014-04-30,financial_reports,,,,116120476.3000,,,,9.7821,,,,,,,,2014-04-29,,20736032.4621,,0.9254,8.8567,2021-04-12 11:01:47,2021-04-12 11:01:47
000426.XSHE,2014-10-30,2014,q4,1101,信达证券,"信达证券2014-10-30发布的报告上调了该股盈利预测,分析师：范海波,吴漪,丁士涛 等",2014-10-30,兴业矿业：主营业务盈利同比大幅下滑 环比改善,"范海波,吴漪,丁士涛 等",186310000.0000,2014-09-30,兴业矿业：收购唐河矿业铜镍矿资产 增厚资源储备,129700000.0000,,,,,,,,,,,,,,,,,,,,,,,0.4365,2021-04-12 11:01:47,2021-04-12 11:01:47
000426.XSHE,2016-07-05,2016,q4,1302,安信证券,安信证券2016-07-05发布的报告研报摘要中含有超预期信息,2016-07-05,兴业矿业：极具成长性的白银龙头,"齐丁,衡昆",47755562.2400,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-04-12 11:01:47,2021-04-12 11:01:47
