order_book_id,date,institute,price_raw,price_prd,grd_coef,grd_prd,rice_create_tm,create_tm,half_year_target_price,quarter_recommendation,one_year_target_price,half_year_recommendation,one_year_recommendation
000415.XSHE,2012-01-06,华泰联合,,,1,1,2012-01-06 17:09:38,2012-01-06 17:09:38,,1.0,,,
000415.XSHE,2012-01-11,长江证券,,,2,1,2012-01-13 10:40:06,2012-01-13 10:40:06,,2.0,,,
000415.XSHE,2012-01-12,长江证券,,,2,1,2012-01-13 10:40:06,2012-01-13 10:40:06,,2.0,,,
000415.XSHE,2012-01-29,长江证券,,,2,1,2012-01-30 20:36:54,2012-01-30 20:36:54,,2.0,,,
000415.XSHE,2012-02-12,长江证券,,,3,1,2012-02-14 13:58:10,2012-02-14 13:58:10,,3.0,,,
000415.XSHE,2012-02-18,长江证券,,,3,1,2012-02-20 20:43:32,2012-02-20 20:43:32,,3.0,,,
000415.XSHE,2012-02-27,长江证券,,,2,1,2012-02-27 14:50:35,2012-02-27 14:50:35,,2.0,,,
000415.XSHE,2012-03-04,长江证券,,,3,1,2012-03-05 14:50:50,2012-03-05 14:50:50,,3.0,,,
000415.XSHE,2012-03-15,银河证券,,,1,1,2012-03-16 20:31:57,2012-03-16 20:31:57,,1.0,,,
000415.XSHE,2012-03-16,华泰联合,,,1,1,2012-03-16 11:55:40,2012-03-16 11:55:40,,1.0,,,
000415.XSHE,2012-03-20,中信建投,16.0000,M06,1,1,2012-03-20 20:36:49,2012-03-20 20:36:49,16.0,1.0,,,
000415.XSHE,2012-04-04,长江证券,,,3,1,2012-04-05 17:32:08,2012-04-05 17:32:08,,3.0,,,
000415.XSHE,2012-04-13,渤海证券,,,1,1,2012-04-14 14:03:09,2012-04-14 14:03:09,,1.0,,,
000415.XSHE,2012-04-14,长江证券,,,3,1,2012-04-16 14:23:11,2012-04-16 14:23:11,,3.0,,,
000415.XSHE,2012-04-15,长江证券,,,3,1,2012-04-17 20:32:51,2012-04-17 20:32:51,,3.0,,,
000415.XSHE,2012-04-20,中信建投,16.0000,M06,1,1,2012-04-21 10:53:03,2012-04-21 10:53:03,16.0,1.0,,,
000415.XSHE,2012-04-22,长江证券,,,3,1,2012-04-26 10:39:39,2012-04-26 10:39:39,,3.0,,,
000415.XSHE,2012-05-01,长江证券,,,3,1,2012-05-02 16:52:43,2012-05-02 16:52:43,,3.0,,,
000415.XSHE,2012-05-06,长江证券,,,3,1,2012-05-07 20:36:32,2012-05-07 20:36:32,,3.0,,,
000415.XSHE,2012-05-13,长江证券,,,3,1,2012-05-14 15:49:29,2012-05-14 15:49:29,,3.0,,,
000415.XSHE,2012-05-20,长江证券,,,3,1,2012-05-21 15:49:36,2012-05-21 15:49:36,,3.0,,,
000415.XSHE,2012-05-24,长江证券,,,3,1,2012-05-28 17:31:21,2012-05-28 17:31:21,,3.0,,,
000415.XSHE,2012-05-26,长江证券,,,3,1,2012-05-28 17:31:21,2012-05-28 17:31:21,,3.0,,,
000415.XSHE,2012-06-03,长江证券,,,3,1,2012-06-04 15:06:09,2012-06-04 15:06:09,,3.0,,,
000415.XSHE,2012-06-09,长江证券,,,3,1,2012-06-11 14:37:52,2012-06-11 14:37:52,,3.0,,,
000415.XSHE,2012-06-11,长江证券,,,3,1,2012-06-11 20:34:40,2012-06-11 20:34:40,,3.0,,,
000415.XSHE,2012-06-15,长江证券,,,3,1,2012-06-18 20:42:39,2012-06-18 20:42:39,,3.0,,,
000415.XSHE,2012-06-16,长江证券,,,3,1,2012-06-18 16:28:41,2012-06-18 16:28:41,,3.0,,,
000415.XSHE,2012-06-24,长江证券,,,3,1,2012-06-25 20:39:45,2012-06-25 20:39:45,,3.0,,,
000415.XSHE,2012-07-01,长江证券,,,3,1,2012-07-03 10:14:43,2012-07-03 10:14:43,,3.0,,,
000415.XSHE,2012-07-08,长江证券,,,3,1,2012-07-09 16:16:34,2012-07-09 16:16:34,,3.0,,,
000415.XSHE,2012-07-12,渤海证券,,,2,1,2012-07-12 17:10:13,2012-07-12 17:10:13,,2.0,,,
000415.XSHE,2012-07-15,长江证券,,,3,1,2012-07-16 15:48:10,2012-07-16 15:48:10,,3.0,,,
000415.XSHE,2012-07-16,长江证券,,,3,1,2012-07-16 20:39:08,2012-07-16 20:39:08,,3.0,,,
000415.XSHE,2012-07-16,中信建投,8.2000,M06,1,1,2012-07-17 10:48:10,2012-07-17 10:48:10,8.2,1.0,,,
000415.XSHE,2012-07-22,长江证券,,,3,1,2012-07-23 16:30:55,2012-07-23 16:30:55,,3.0,,,
000415.XSHE,2012-07-29,长江证券,,,3,1,2012-07-30 20:47:39,2012-07-30 20:47:39,,3.0,,,
000415.XSHE,2012-08-05,长江证券,,,3,1,2012-08-06 15:48:53,2012-08-06 15:48:53,,3.0,,,
000415.XSHE,2012-08-12,长江证券,,,3,1,2012-08-13 20:39:04,2012-08-13 20:39:04,,3.0,,,
000415.XSHE,2012-08-15,中信建投,,,1,1,2012-08-17 11:45:25,2012-08-17 11:45:25,,1.0,,,
000415.XSHE,2012-08-15,长江证券,,,3,1,2012-08-16 15:26:08,2012-08-16 15:26:08,,3.0,,,
000415.XSHE,2012-08-16,中信建投,,,1,1,2012-08-17 11:45:25,2012-08-17 11:45:25,,1.0,,,
000415.XSHE,2012-08-17,中信建投,,,1,1,2012-08-18 11:41:01,2012-08-18 11:41:01,,1.0,,,
000415.XSHE,2012-08-19,长江证券,,,3,1,2012-08-21 11:11:41,2012-08-21 11:11:41,,3.0,,,
000415.XSHE,2012-08-20,中信建投,,,1,1,2012-08-21 11:11:41,2012-08-21 11:11:41,,1.0,,,
000415.XSHE,2012-08-21,中信建投,,,1,1,2012-08-22 15:50:02,2012-08-22 15:50:02,,1.0,,,
000415.XSHE,2012-08-22,渤海证券,,,2,1,2012-08-23 10:55:29,2012-08-23 10:55:29,,2.0,,,
000415.XSHE,2012-08-23,中信建投,,,1,1,2012-08-23 20:38:02,2012-08-23 20:38:02,,1.0,,,
000415.XSHE,2012-08-24,中信建投,,,1,1,2012-08-25 12:58:56,2012-08-25 12:58:56,,1.0,,,
000415.XSHE,2012-08-25,长江证券,,,3,1,2012-08-27 20:38:06,2012-08-27 20:38:06,,3.0,,,
000415.XSHE,2012-08-27,中信建投,,,1,1,2012-08-28 17:09:56,2012-08-28 17:09:56,,1.0,,,
000415.XSHE,2012-08-28,中信建投,,,1,1,2012-08-29 14:10:43,2012-08-29 14:10:43,,1.0,,,
000415.XSHE,2012-08-29,中信建投,,,1,1,2012-08-29 20:38:02,2012-08-29 20:38:02,,1.0,,,
000415.XSHE,2012-08-30,中信建投,,,1,1,2012-08-30 20:37:44,2012-08-30 20:37:44,,1.0,,,
000415.XSHE,2012-08-31,中信建投,,,1,1,2012-09-04 16:53:16,2012-09-04 16:53:16,,1.0,,,
000415.XSHE,2012-09-01,长江证券,,,3,1,2012-09-03 21:00:22,2012-09-03 21:00:22,,3.0,,,
000415.XSHE,2012-09-03,长江证券,,,3,1,2012-09-04 14:15:35,2012-09-04 14:15:35,,3.0,,,
000415.XSHE,2012-09-06,中信建投,,,1,1,2012-09-06 11:35:43,2012-09-06 11:35:43,,1.0,,,
000415.XSHE,2012-09-07,中信建投,,,1,1,2012-09-08 11:12:59,2012-09-08 11:12:59,,1.0,,,
000415.XSHE,2012-09-08,长江证券,,,3,1,2012-09-11 11:54:39,2012-09-11 11:54:39,,3.0,,,
000415.XSHE,2012-09-10,中信建投,,,1,1,2012-09-11 11:54:39,2012-09-11 11:54:39,,1.0,,,
000415.XSHE,2012-09-11,中信建投,,,1,1,2012-09-12 11:13:54,2012-09-12 11:13:54,,1.0,,,
000415.XSHE,2012-09-12,长江证券,,,3,1,2012-09-13 11:13:51,2012-09-13 11:13:51,,3.0,,,
000415.XSHE,2012-09-13,中信建投,,,1,1,2012-09-13 17:52:37,2012-09-13 17:52:37,,1.0,,,
000415.XSHE,2012-09-14,中信建投,,,1,1,2012-09-15 10:31:27,2012-09-15 10:31:27,,1.0,,,
000415.XSHE,2012-09-15,长江证券,,,3,1,2012-09-17 16:20:39,2012-09-17 16:20:39,,3.0,,,
000415.XSHE,2012-09-17,中信建投,,,1,1,2012-09-18 11:55:00,2012-09-18 11:55:00,,1.0,,,
000415.XSHE,2012-09-19,中信建投,,,1,1,2012-09-20 11:44:02,2012-09-20 11:44:02,,1.0,,,
000415.XSHE,2012-09-21,中信建投,,,1,1,2012-09-21 17:52:49,2012-09-21 17:52:49,,1.0,,,
000415.XSHE,2012-09-22,长江证券,,,3,1,2012-09-24 14:38:54,2012-09-24 14:38:54,,3.0,,,
000415.XSHE,2012-09-24,中信建投,,,1,1,2012-09-25 13:44:16,2012-09-25 13:44:16,,1.0,,,
000415.XSHE,2012-09-25,中信建投,,,1,1,2012-09-25 17:53:47,2012-09-25 17:53:47,,1.0,,,
000415.XSHE,2012-09-28,中信建投,,,1,1,2012-09-28 20:37:10,2012-09-28 20:37:10,,1.0,,,
000415.XSHE,2012-10-04,长江证券,,,3,1,2012-10-08 15:48:22,2012-10-08 15:48:22,,3.0,,,
000415.XSHE,2012-10-09,中信建投,,,1,1,2012-10-10 10:50:43,2012-10-10 10:50:43,,1.0,,,
000415.XSHE,2012-10-13,长江证券,,,3,1,2012-10-15 17:30:12,2012-10-15 17:30:12,,3.0,,,
