order_book_id,date,institute,price_raw,price_prd,grd_coef,grd_prd,rice_create_tm,create_tm,quarter_recommendation,half_year_target_price,one_year_target_price,one_year_recommendation,half_year_recommendation
000039.XSHE,2006-01-05,巨田证券,12.2330,,2,1,2024-08-16 17:44:24,2006-01-10 11:05:31,2.0,,,,
000039.XSHE,2006-01-05,国信证券,10.3510,,3,1,2024-08-16 17:45:36,2006-01-05 16:29:38,3.0,,,,
000039.XSHE,2006-01-16,Deutsche Bank,8.9500,Y01,3,1,2024-08-16 04:25:10,2006-01-18 16:29:25,3.0,,8.95,,
000039.XSHE,2006-01-23,国泰海通证券,11.9080,,2,1,2024-08-16 17:45:28,2006-01-25 13:47:22,2.0,,,,
000039.XSHE,2006-02-07,中信建投,15.0000,M06,2,1,2024-08-16 04:25:11,2006-02-08 15:35:22,2.0,15.0,,,
000039.XSHE,2006-02-09,国泰海通证券,12.2720,,2,1,2024-08-16 17:47:23,2006-02-10 11:32:22,2.0,,,,
000039.XSHE,2006-02-21,光大证券,,,1,1,2024-08-16 17:44:37,2006-02-27 11:32:11,1.0,,,,
000039.XSHE,2006-03-19,申万宏源,,,3,1,2024-08-16 17:45:45,2006-03-21 13:20:40,3.0,,,,
000039.XSHE,2006-03-19,Deutsche Bank,8.9500,M06,3,1,2024-08-16 04:26:12,2006-03-21 18:17:47,3.0,8.95,,,
000039.XSHE,2006-03-20,湘财证券,,,3,1,2024-08-16 17:44:04,2006-03-20 18:17:45,3.0,,,,
000039.XSHE,2006-03-20,中金公司,,,2,1,2024-08-16 17:44:15,2006-03-20 18:17:45,2.0,,,,
000039.XSHE,2006-03-20,中银国际证券,11.2100,M06,2,1,2024-08-16 04:26:01,2006-03-21 13:20:40,2.0,11.21,,,
000039.XSHE,2006-03-20,中信建投,15.0000,M06,1,1,2024-08-16 04:26:08,2006-03-22 15:08:39,1.0,15.0,,,
000039.XSHE,2006-03-24,海通证券,10.0000,M06,3,1,2024-08-16 04:25:48,2006-03-28 14:14:07,3.0,10.0,,,
000039.XSHE,2006-04-04,招商证券,,,3,1,2024-08-16 17:48:08,2006-04-05 16:29:12,3.0,,,,
000039.XSHE,2006-04-06,中金公司,,,2,1,2024-08-16 17:47:14,2006-04-06 17:23:10,2.0,,,,
